node,x,y,m1,m2
UE1,852.228,-499.609,10,5
UE1,649.868,-502.361,10,5
UE1,642.417,-1017.84,10,5
UE1,614.779,-530.633,10,5
UE1,433.487,-872.703,10,5
UE1,1044.71,-698.477,10,5
UE1,496.783,-752.385,10,5
UE1,184.043,-436.627,10,5
UE1,353.301,-678.473,10,5
UE1,587.392,-1232.35,10,5
UE1,168.75,-512.653,10,5
UE1,603.258,-1405.08,10,5
UE1,878.751,-1224.76,10,5
UE1,40.4543,-638.017,10,5
UE1,869.923,-1020.44,10,5
UE1,370.195,-795.98,10,5
UE1,473.455,-415.92,10,5
UE1,295.733,-902.706,10,5
UE1,469.027,-1356.19,10,5
UE1,207.176,-875.982,10,5
UE1,470.977,-1293.63,10,5
UE1,559.711,-293.542,10,5
UE1,129.496,-1105.3,10,5
UE1,815.717,-1329.68,10,5
UE1,510.522,-1324.25,10,5
UE1,-244.422,-904.64,10,5
UE1,-99.3185,-777.906,10,5
UE1,-742.629,-419.652,10,5
UE1,-435.341,-342.153,10,5
UE1,57.3465,-753.165,10,5
UE1,-726.326,-673.489,10,5
UE1,56.2918,-996.027,10,5
UE1,-196.42,-1286.43,10,5
UE1,-98.1454,-1064.41,10,5
UE1,-794.84,-750.609,10,5
UE1,-573.576,-1368.49,10,5
UE1,-982.723,-728.532,10,5
UE1,-121.923,-886.961,10,5
UE1,-371.983,-304.438,10,5
UE1,-622.672,-674.143,10,5
UE1,-783.848,-708.375,10,5
UE1,-739.351,-559.44,10,5
UE1,-293.067,-1296.1,10,5
UE1,-481.797,-735.484,10,5
UE1,-791.47,-902.822,10,5
UE1,45.19,-791.058,10,5
UE1,-1065.29,-954.878,10,5
UE1,-230.524,-1093.91,10,5
UE1,-359.583,-1367.14,10,5
UE1,-223.212,-904.97,10,5
UE1,-138.742,-542.737,10,5
UE1,-64.1998,-836.521,10,5
UE1,-525.697,-859.064,10,5
UE1,-758.592,-1379.87,10,5
UE1,-790.079,-426.865,10,5
UE1,-904.069,-628.584,10,5
UE1,-292.017,-369.141,10,5
UE1,-1034.67,-801.253,10,5
UE1,-155.571,-622.718,10,5
UE1,-768.763,-649.432,10,5
UE1,-797.837,-971.412,10,5
UE1,-186.031,-1150.37,10,5
UE1,-389.81,-594.436,10,5
UE1,-516.638,-835.806,10,5
UE1,-457.132,-433.172,10,5
UE1,-91.3061,-483.771,10,5
UE1,-923.926,-1089.85,10,5
UE1,-854.871,-607.442,10,5
UE1,-554.482,-1014.59,10,5
UE1,-598.589,-915.898,10,5
UE1,-20.701,-1182.35,10,5
UE1,-557.709,-1032.54,10,5
UE1,-344.372,-1052.75,10,5
UE1,52.2282,-985.246,10,5
UE1,-584.573,-1200.3,10,5
UE1,-618.797,-593.523,10,5
UE1,-638.704,-1081.62,10,5
UE1,-322.765,-1366.43,10,5
UE1,-704.591,-806.389,10,5
UE1,-215,-1250.95,10,5
UE1,-663.596,-1409.9,10,5
UE1,-711.396,-1086.15,10,5
UE1,-550.306,-948.3,10,5
UE1,-280.329,-1131.22,10,5
UE1,-197.686,-634.053,10,5
UE1,-547.3,-827.895,10,5
UE1,-654.502,-787.219,10,5
UE1,-255.965,-676.505,10,5
UE1,-517.189,-712.781,10,5
UE1,-477.066,-295.143,10,5
UE1,-889.342,-680.021,10,5
UE1,-492.62,-694.172,10,5
UE1,-493.572,-991.075,10,5
UE1,-254.572,-969.655,10,5
UE1,-293.664,-396.811,10,5
UE1,-54.5001,-1177.43,10,5
UE1,-478.095,-1285.41,10,5
UE1,-316.094,-539.304,10,5
UE1,-589.999,-900.805,10,5
UE1,-419.066,-1328.49,10,5
UE1,-731.928,-810.639,10,5
UE1,-748.32,-1349.25,10,5
UE1,-536.303,-357.416,10,5
UE1,-307.341,-492.231,10,5
UE1,-279.677,-1166.75,10,5
UE1,-804.419,-881.331,10,5
UE1,-4.47217,-936.433,10,5
UE1,-833.776,-500.65,10,5
UE1,-402.922,-1168.59,10,5
UE1,42.3568,-1048.67,10,5
UE1,-52.7268,-576.524,10,5
UE1,-133.659,-1251.32,10,5
UE1,-583.9,-788.262,10,5
UE1,-571.084,-310.298,10,5
UE1,-384.705,-813.614,10,5
UE1,-832.474,-1122.18,10,5
UE1,-440.401,-566.547,10,5
UE1,-849.035,-670.931,10,5
UE1,-84.812,-705.994,10,5
UE1,49.3141,-831.26,10,5
UE1,-85.3908,-835.869,10,5
UE1,-283.438,-334.075,10,5
UE1,-553.305,-438.419,10,5
UE1,-524.517,-1015.08,10,5
UE1,-196.944,-1228.9,10,5
UE1,33.1115,-683.721,10,5
UE1,-1048.38,-944.679,10,5
UE1,-325.465,-1385.93,10,5
UE1,-349.408,-901.715,10,5
UE1,-443.217,-947.616,10,5
UE1,-216.661,-601.187,10,5
UE1,-811.472,-989.807,10,5
UE1,-573.27,-1431.79,10,5
UE1,-285.404,-1330.67,10,5
UE1,-970.772,-1097.76,10,5
UE1,-644.741,-1282.01,10,5
UE1,-809.843,-419.974,10,5
UE1,-905.975,-1066.08,10,5
UE1,-793.138,-752.819,10,5
UE1,-624.318,-1157.18,10,5
UE1,-13.504,-962.207,10,5
UE1,-510.073,-461.091,10,5
UE1,-571.652,-980.817,10,5
UE1,-861.877,-589.065,10,5
UE1,-301.807,-661.901,10,5
UE1,-663.201,-1100.95,10,5
UE1,-593.906,-1115.08,10,5
UE1,-822.021,-1056.78,10,5
UE1,-371.725,-521.828,10,5
UE1,-373.566,-376.443,10,5
UE1,-439.588,-319.435,10,5
UE1,-758.809,-510.91,10,5
UE1,-356.233,-1401.09,10,5
UE1,-406.949,-602.683,10,5
UE1,-398.92,-333.142,10,5
UE1,-744.301,-920.981,10,5
UE1,-873.87,-1216.01,10,5
UE1,-628.977,-1142.69,10,5
UE1,-409.742,-997.69,10,5
UE1,-29.9819,-1186.6,10,5
UE1,-680.488,-474.261,10,5
UE1,-487.804,-804.922,10,5
UE1,-429.268,-1378.2,10,5
UE1,-1017.63,-635.265,10,5
UE1,-379.985,-418.473,10,5
UE1,-544.902,-1245.96,10,5
UE1,-656.529,-916.196,10,5
UE1,-165.27,-822.695,10,5
UE1,-231.48,-857.006,10,5
UE1,-743.921,-989.375,10,5
UE1,-343.331,-754.85,10,5
UE1,-919.28,-614.658,10,5
UE1,-356.109,-970.108,10,5
UE1,-1.71058,-869.183,10,5
UE1,-240.221,-382.341,10,5
UE1,-582.311,-1261.05,10,5
UE1,-1041.64,-731.191,10,5
UE1,-778.216,-868.844,10,5
UE1,-531.813,-1422.61,10,5
UE1,-319.451,-333.024,10,5
UE1,-989.429,-1129.16,10,5
UE1,-659.052,-733.841,10,5
UE1,-130.912,-840.344,10,5
UE1,-571.082,-851.768,10,5
UE1,-584.82,-952.418,10,5
UE1,-472.372,-375.075,10,5
UE1,-236.309,-479.71,10,5
UE1,-625.627,-817.898,10,5
UE1,-499.261,-1248.81,10,5
UE1,-330.747,-1393.07,10,5
UE1,-732.118,-522.066,10,5
UE1,-940.871,-594.016,10,5
UE1,-1027.42,-704.796,10,5
UE1,-253.303,-803.738,10,5
UE1,-335.301,-1093.39,10,5
UE1,-264.535,-570.173,10,5
UE1,-288.373,-501.044,10,5
UE1,-727.483,-949.801,10,5
UE1,-412.169,-897.968,10,5
UE1,-347.209,-457.387,10,5
UE1,-156.291,-702.239,10,5
UE1,-575.71,-602.388,10,5
UE1,-80.7621,-601,10,5
UE1,-597.943,-345.941,10,5
UE1,-429.281,-719.321,10,5
UE1,-469.422,-1281.79,10,5
UE1,-698.084,-1001.46,10,5
UE1,-560.449,-753.795,10,5
UE1,-201.507,-681.821,10,5
UE1,-472.865,-307.518,10,5
UE1,-781.959,-1085.97,10,5
UE1,-835.841,-486.043,10,5
UE1,-16.8969,-1137.18,10,5
UE1,8.85381,-1033.83,10,5
UE1,-293.612,-935.385,10,5
UE1,-571.29,-832.888,10,5
UE1,-935.895,-1092.82,10,5
UE1,-481.622,-394.931,10,5
UE1,-906.588,-771.885,10,5
UE1,-961.893,-882.641,10,5
UE1,-738.066,-1044.98,10,5
UE1,-370.047,-643.635,10,5
UE1,-878.3,-718.895,10,5
UE1,-491.507,-445.884,10,5
UE1,-235.609,-1170.71,10,5
UE1,-1101.98,-540.393,10,5
UE1,-778.851,-521.85,10,5
UE1,-1270.38,-137.78,10,5
UE1,-1162.84,12.6869,10,5
UE1,-847.236,-83.3621,10,5
UE1,-1097.3,138.054,10,5
UE1,-1122.84,497.563,10,5
UE1,-1367.88,-206.201,10,5
UE1,-1159.86,349.71,10,5
UE1,-494.409,79.5602,10,5
UE1,-530.521,-282.212,10,5
UE1,-1168.03,-151.864,10,5
UE1,-1123.51,-328.406,10,5
UE1,-1190.18,281.496,10,5
UE1,-572.04,206.942,10,5
UE1,-1469.63,206.145,10,5
UE1,-1245.82,-147.595,10,5
UE1,-990.73,-231.166,10,5
UE1,-1280.5,-45.4697,10,5
UE1,-978.768,384.675,10,5
UE1,-1222.51,382.79,10,5
UE1,-1445.63,-90.3601,10,5
UE1,-1139.99,133.57,10,5
UE1,-736.89,404.166,10,5
UE1,-1230.28,-87.5853,10,5
UE1,-1393.15,43.587,10,5
UE1,-841.666,90.1692,10,5
UE1,-1355.89,-361.882,10,5
UE1,-1557.43,108.797,10,5
UE1,-694.585,295.413,10,5
UE1,-1256.54,-345.286,10,5
UE1,-1138.48,241.968,10,5
UE1,-941.421,-162.076,10,5
UE1,-1260.98,203.665,10,5
UE1,-1227.64,399.626,10,5
UE1,-923.031,-464.87,10,5
UE1,-951.078,316.402,10,5
UE1,-1109.11,435.172,10,5
UE1,-1338.46,184.523,10,5
UE1,-1184.46,539.881,10,5
UE1,-1347.32,-374.543,10,5
UE1,-1462.76,151.061,10,5
UE1,-880.59,-105.86,10,5
UE1,-1341.55,24.4095,10,5
UE1,-567.828,131.365,10,5
UE1,-619.928,-295.739,10,5
UE1,-863.63,239.532,10,5
UE1,-485.814,-245.094,10,5
UE1,-1132.91,299.976,10,5
UE1,-1150.67,439.617,10,5
UE1,-842.606,-40.1868,10,5
UE1,-1099.42,227.814,10,5
UE1,-1338.59,293.958,10,5
UE1,-867.465,-501.289,10,5
UE1,-832.548,57.5032,10,5
UE1,-894.039,-465.323,10,5
UE1,-797.114,-193.453,10,5
UE1,-1401.77,303.294,10,5
UE1,-1203.42,503.282,10,5
UE1,-741.967,230.321,10,5
UE1,-1059.33,1.10923,10,5
UE1,-555.147,155.148,10,5
UE1,-957.99,570.462,10,5
UE1,-1278.37,-327.075,10,5
UE1,-1193.72,524.687,10,5
UE1,-915.18,285.736,10,5
UE1,-586.145,49.604,10,5
UE1,-1350.48,108.075,10,5
UE1,-798.628,201.862,10,5
UE1,-942.366,236.865,10,5
UE1,-1298.79,492.499,10,5
UE1,-826.102,-204.253,10,5
UE1,-968.262,292.093,10,5
UE1,-577.628,-58.2512,10,5
UE1,-890.787,140.057,10,5
UE1,-620.652,-265.238,10,5
UE1,-553.818,346.192,10,5
UE1,-1118.13,316.688,10,5
UE1,-479.435,-210.22,10,5
UE1,-769.493,-169.793,10,5
UE1,-860.316,-122.5,10,5
UE1,-1546.48,-40.7359,10,5
UE1,-1404,-396.628,10,5
UE1,-1181.55,464.891,10,5
UE1,-889.953,402.208,10,5
UE1,-617.386,-188.225,10,5
UE1,-1508,-63.2903,10,5
UE1,-967.468,-499.618,10,5
UE1,-526.205,148.062,10,5
UE1,-1073.57,242.596,10,5
UE1,-871.329,-224.04,10,5
UE1,-713.691,-480.207,10,5
UE1,-878.338,181.11,10,5
UE1,-1034.21,174.483,10,5
UE1,-790.343,127.58,10,5
UE1,-1305.43,479.609,10,5
UE1,-1109.89,521.072,10,5
UE1,-607.598,-385.198,10,5
UE1,-898.399,-227.289,10,5
UE1,-1049.63,-74.4988,10,5
UE1,-1115.19,-424.934,10,5
UE1,-1249.08,-115.463,10,5
UE1,-1228.6,238.771,10,5
UE1,-628.314,-46.4712,10,5
UE1,-722.287,124.849,10,5
UE1,-1413.74,-357.681,10,5
UE1,-1382,54.6609,10,5
UE1,-758.709,-391.215,10,5
UE1,-1166.67,-108.048,10,5
UE1,-1062.63,-471.045,10,5
UE1,-1045.58,144.521,10,5
UE1,-1256.52,-357.505,10,5
UE1,-630.535,-198.626,10,5
UE1,-1493.88,33.6118,10,5
UE1,-1050.08,-213.568,10,5
UE1,-970.778,-373.085,10,5
UE1,-1046.38,-328.668,10,5
UE1,-1108.09,-145.553,10,5
UE1,-1243.96,-386.359,10,5
UE1,-1487.96,-59.13,10,5
UE1,-825.3,-117.54,10,5
UE1,-1247.73,-256.494,10,5
UE1,-1342.78,-192.319,10,5
UE1,-761.005,24.8749,10,5
UE1,-1428.96,-252.155,10,5
UE1,-677.807,-436.832,10,5
UE1,-838.34,-375.657,10,5
UE1,-1483.24,104.138,10,5
UE1,-444.6,101.676,10,5
UE1,-1489.55,81.624,10,5
UE1,-772.83,164.996,10,5
UE1,-724.476,447.17,10,5
UE1,-1473.36,-212.262,10,5
UE1,-752.983,-122.201,10,5
UE1,-1355.99,145.823,10,5
UE1,-674.681,-94.9071,10,5
UE1,-1387.33,-208.203,10,5
UE1,-1033.16,-228.049,10,5
UE1,-524.072,146.659,10,5
UE1,-1225.78,398.98,10,5
UE1,-1245.64,17.9261,10,5
UE1,-1315.34,-31.5667,10,5
UE1,-1226.82,-524.629,10,5
UE1,-526.248,117.412,10,5
UE1,-617.686,-157.901,10,5
UE1,-1107.12,30.9558,10,5
UE1,-1004.03,-453.483,10,5
UE1,-784.569,-242.611,10,5
UE1,-1461.11,224.692,10,5
UE1,-1517.28,-141.891,10,5
UE1,-968.564,405.729,10,5
UE1,-869.218,504.819,10,5
UE1,-509.395,267.758,10,5
UE1,-795.89,-30.9567,10,5
UE1,-1136.53,-289.428,10,5
UE1,-985.486,-236.093,10,5
UE1,-1301.59,16.6093,10,5
UE1,-1237.49,44.0518,10,5
UE1,-1018.25,411.466,10,5
UE1,-803.216,-162.492,10,5
UE1,-663.522,46.8424,10,5
UE1,-944.19,503.439,10,5
UE1,-823.596,-41.4661,10,5
UE1,-689.711,185.22,10,5
UE1,-646.922,-291.516,10,5
UE1,-1008.69,206.186,10,5
UE1,-721.679,279.967,10,5
UE1,-753.81,-89.6506,10,5
UE1,-1454.15,315.516,10,5
UE1,-1081.73,144.431,10,5
UE1,-975.681,173.238,10,5
UE1,-1002.54,489.468,10,5
UE1,-1328.22,363.6,10,5
UE1,-637.739,-277.636,10,5
UE1,-940.119,508.003,10,5
UE1,-876.99,-263.53,10,5
UE1,-910.089,96.3398,10,5
UE1,-824.297,26.6001,10,5
UE1,-886.769,154.517,10,5
UE1,-1113.97,10.665,10,5
UE1,-1036.36,-495.789,10,5
UE1,-734.382,466.227,10,5
UE1,-950.706,186.898,10,5
UE1,-589.48,189.89,10,5
UE1,-641.237,73.6665,10,5
UE1,-1097.47,-277.773,10,5
UE1,-1560.38,23.4167,10,5
UE1,-468.251,-66.0664,10,5
UE1,-1262.75,-471.49,10,5
UE1,-1544.36,52.549,10,5
UE1,-1166.79,-270.451,10,5
UE1,-707.971,423.14,10,5
UE1,-1149.43,191.696,10,5
UE1,-688.232,-267.372,10,5
UE1,-1082.22,342.152,10,5
UE1,-1088.59,-26.0899,10,5
UE1,-633.235,321.456,10,5
UE1,-746.57,-209.787,10,5
UE1,-742.702,-503.327,10,5
UE1,-506.325,-205.781,10,5
UE1,-817.466,860.171,10,5
UE1,-981.969,1096.1,10,5
UE1,-821.847,903.256,10,5
UE1,-831.628,1247.49,10,5
UE1,-707.73,356.192,10,5
UE1,-354.807,369.176,10,5
UE1,-843.327,533.914,10,5
UE1,-230.446,1141.91,10,5
UE1,-590.161,750.717,10,5
UE1,-512.085,900.261,10,5
UE1,-621.844,510.879,10,5
UE1,-309.302,628.741,10,5
UE1,-932.277,808.479,10,5
UE1,-900.26,798.985,10,5
UE1,-438.352,395.224,10,5
UE1,-295.189,1087.25,10,5
UE1,-71.4747,808.661,10,5
UE1,-234.704,1153.73,10,5
UE1,-209.797,580.984,10,5
UE1,-444.452,1295.59,10,5
UE1,-574.846,916.799,10,5
UE1,-563.402,935.334,10,5
UE1,-601.042,472.482,10,5
UE1,-838.235,921.189,10,5
UE1,-974.262,681.13,10,5
UE1,-682.533,1093.21,10,5
UE1,-418.763,1120.82,10,5
UE1,-979.204,763.339,10,5
UE1,-466.949,728.497,10,5
UE1,-411.672,1287.42,10,5
UE1,-531.365,526.247,10,5
UE1,-261.358,440.092,10,5
UE1,-23.2048,559.613,10,5
UE1,-266.367,1320.62,10,5
UE1,-854.158,960.066,10,5
UE1,-815.931,1298.36,10,5
UE1,-940.999,1076.04,10,5
UE1,-333.907,728.424,10,5
UE1,-419.367,1204.27,10,5
UE1,-1006.08,889.162,10,5
UE1,-167.522,1281.12,10,5
UE1,-166.6,924.926,10,5
UE1,-103.645,1038.98,10,5
UE1,-11.7356,1079.76,10,5
UE1,-722.025,653.785,10,5
UE1,-791.632,1048.21,10,5
UE1,-691.699,656.239,10,5
UE1,-116.196,1047.31,10,5
UE1,-420.399,1139.91,10,5
UE1,-717.45,1282.1,10,5
UE1,-780.333,482.545,10,5
UE1,-659.032,838.269,10,5
UE1,-794.403,1093.45,10,5
UE1,-408.375,1306.12,10,5
UE1,-405.386,388.526,10,5
UE1,-904.181,1244.87,10,5
UE1,-842.191,729.158,10,5
UE1,-550.054,1319.24,10,5
UE1,-172.51,802.463,10,5
UE1,-939.349,923.734,10,5
UE1,-904.432,501.496,10,5
UE1,-227.846,771.654,10,5
UE1,-448.17,921.984,10,5
UE1,-417.516,540.49,10,5
UE1,-515.251,1061.46,10,5
UE1,51.3157,870.005,10,5
UE1,-387.373,461.455,10,5
UE1,-249.703,850.497,10,5
UE1,-252.005,776.704,10,5
UE1,-357.916,394.649,10,5
UE1,-288.665,745.992,10,5
UE1,-734.171,542.624,10,5
UE1,-975.711,584.607,10,5
UE1,-158.989,1127.33,10,5
UE1,-502.662,1306.18,10,5
UE1,-171.232,1290.92,10,5
UE1,-672.677,894.716,10,5
UE1,-164.816,1164.69,10,5
UE1,-76.6491,1215.5,10,5
UE1,-169.617,742.556,10,5
UE1,55.9677,941.146,10,5
UE1,-611.977,1374.05,10,5
UE1,-797.878,916.983,10,5
UE1,-126.702,872.663,10,5
UE1,-1012.69,920.549,10,5
UE1,-274.438,1153.18,10,5
UE1,8.8469,789.034,10,5
UE1,-186.006,568.161,10,5
UE1,-635.237,309.556,10,5
UE1,-76.4585,1241.66,10,5
UE1,-768.824,745.261,10,5
UE1,-443.5,764.303,10,5
UE1,-839.46,1312.42,10,5
UE1,-738.612,553.71,10,5
UE1,-234.466,510.792,10,5
UE1,-221.962,403.161,10,5
UE1,-695.639,823.327,10,5
UE1,-517.279,822.327,10,5
UE1,-880.137,1157.84,10,5
UE1,-980.883,1112.47,10,5
UE1,-934.166,889.932,10,5
UE1,-572.832,1253.09,10,5
UE1,-649.759,1039.84,10,5
UE1,-344.114,893.555,10,5
UE1,-362.745,1036.39,10,5
UE1,-27.5512,980.635,10,5
UE1,-944.557,1167.68,10,5
UE1,-500.971,362.983,10,5
UE1,-354.632,532.87,10,5
UE1,-417.048,1329.66,10,5
UE1,-361.303,852.166,10,5
UE1,-901.202,758.782,10,5
UE1,-379.931,1114.8,10,5
UE1,-931.632,797.146,10,5
UE1,-4.94612,598.375,10,5
UE1,-854.239,972.944,10,5
UE1,-990.366,808.767,10,5
UE1,-105.788,493.607,10,5
UE1,-72.1108,519.853,10,5
UE1,-396.813,836.66,10,5
UE1,45.3016,1050.2,10,5
UE1,-515.281,475.731,10,5
UE1,-234.972,558.681,10,5
UE1,-397.554,1329.77,10,5
UE1,-207.533,619.929,10,5
UE1,-806.616,1308.89,10,5
UE1,-1043.11,880.706,10,5
UE1,-868.355,1163.1,10,5
UE1,-90.9428,1237.24,10,5
UE1,-498.779,978.956,10,5
UE1,-176.818,505.719,10,5
UE1,-840.697,974.1,10,5
UE1,-803.916,997.696,10,5
UE1,-533.108,1193.53,10,5
UE1,-479.975,1137.05,10,5
UE1,-699.175,1104.06,10,5
UE1,-461.545,1048.06,10,5
UE1,-502.236,701.791,10,5
UE1,-962.534,539.314,10,5
UE1,-476.28,463.744,10,5
UE1,-651.779,975.198,10,5
UE1,-847.633,1286.53,10,5
UE1,0.187382,844.581,10,5
UE1,-673.275,783.308,10,5
UE1,-754.919,409.913,10,5
UE1,-250.451,1206.15,10,5
UE1,-942.882,806.638,10,5
UE1,-5.62086,593.27,10,5
UE1,-273.914,760.825,10,5
UE1,-547.599,1098.08,10,5
UE1,-888.302,1116.71,10,5
UE1,-941.717,979.442,10,5
UE1,-503.545,602.777,10,5
UE1,-591.393,539.048,10,5
UE1,-310.91,1211.04,10,5
UE1,-285.283,485.858,10,5
UE1,-727.406,756.058,10,5
UE1,-924.013,954.549,10,5
UE1,-394.957,826.732,10,5
UE1,-703.521,462.634,10,5
UE1,-174.419,454.594,10,5
UE1,-286.663,1148.93,10,5
UE1,-633.162,933.17,10,5
UE1,-671.918,1163.72,10,5
UE1,-509.01,1318.15,10,5
UE1,-963.069,790.308,10,5
UE1,-531.61,1437.4,10,5
UE1,-510.668,910.835,10,5
UE1,-297.39,1404.1,10,5
UE1,-707.43,1144.38,10,5
UE1,-739.199,927.121,10,5
UE1,-406.311,824.548,10,5
UE1,-758.885,1123.21,10,5
UE1,-768.229,680.845,10,5
UE1,-778.248,978.33,10,5
UE1,-214.86,734.365,10,5
UE1,-366.473,957.552,10,5
UE1,-693.745,496.742,10,5
UE1,-471.938,901.744,10,5
UE1,-237.387,612.241,10,5
UE1,-763.73,611.375,10,5
UE1,2.24094,1068.79,10,5
UE1,-760.773,1084.71,10,5
UE1,-165.302,579.419,10,5
UE1,-655.876,1100.58,10,5
UE1,-13.2281,690.025,10,5
UE1,-978.568,1117.2,10,5
UE1,-238.669,420.869,10,5
UE1,-571.572,1237.13,10,5
UE1,-137.714,1194.76,10,5
UE1,-537.796,743.866,10,5
UE1,13.5959,912.329,10,5
UE1,-166.883,1209.15,10,5
UE1,-627.271,1139,10,5
UE1,-588.55,625.133,10,5
UE1,-650.687,578.678,10,5
UE1,-898.449,573.276,10,5
UE1,-310.082,1407.24,10,5
UE1,-354.977,948.892,10,5
UE1,-839.483,702.576,10,5
UE1,409.567,507.556,10,5
UE1,1027.63,846.324,10,5
UE1,765.115,1049.84,10,5
UE1,891.028,1197.08,10,5
UE1,-10.2484,830.352,10,5
UE1,651.367,984.446,10,5
UE1,184.684,827.986,10,5
UE1,860.063,1131.16,10,5
UE1,142.772,1176.03,10,5
UE1,977.726,952.392,10,5
UE1,610.544,1137.06,10,5
UE1,76.3405,988.147,10,5
UE1,245.204,1383.22,10,5
UE1,469.947,1386.3,10,5
UE1,253.505,469.173,10,5
UE1,850.443,895.69,10,5
UE1,546.954,885.275,10,5
UE1,556.2,1089.03,10,5
UE1,357.24,1160.57,10,5
UE1,1000.3,702.555,10,5
UE1,606.174,950.489,10,5
UE1,928.394,708.522,10,5
UE1,422.641,961.025,10,5
UE1,567.831,1358.53,10,5
UE1,440.379,579.205,10,5
UE1,-25.8482,1024.83,10,5
UE1,-47.7184,813.14,10,5
UE1,-27.2876,900.998,10,5
UE1,917.497,592.397,10,5
UE1,255.496,505.025,10,5
UE1,114.104,1137.58,10,5
UE1,867.126,724.495,10,5
UE1,399.728,663.749,10,5
UE1,91.825,458.021,10,5
UE1,67.7143,934.684,10,5
UE1,713.913,480.994,10,5
UE1,153.359,493.891,10,5
UE1,649.351,1419.34,10,5
UE1,662.522,520.994,10,5
UE1,453.725,444.874,10,5
UE1,412.33,632.611,10,5
UE1,252.857,956.87,10,5
UE1,962.382,1176.12,10,5
UE1,524.146,872.767,10,5
UE1,297.373,426.73,10,5
UE1,349.483,793.254,10,5
UE1,216.583,1166.6,10,5
UE1,380.542,827.865,10,5
UE1,377.692,658.323,10,5
UE1,706.926,926.076,10,5
UE1,494.48,325.433,10,5
UE1,437.406,515.75,10,5
UE1,176.028,412.891,10,5
UE1,232.689,1158.22,10,5
UE1,377.864,1001.8,10,5
UE1,639.563,873.633,10,5
UE1,412.131,1243.77,10,5
UE1,461.667,1219.29,10,5
UE1,256.627,1077.93,10,5
UE1,389.436,966.132,10,5
UE1,1060.9,915.646,10,5
UE1,709.263,1155.35,10,5
UE1,27.8112,965.874,10,5
UE1,309.386,953.344,10,5
UE1,777.167,579.81,10,5
UE1,437.09,1315.92,10,5
UE1,154.031,1325.32,10,5
UE1,535.206,865.549,10,5
UE1,810.392,704.42,10,5
UE1,192.723,913.592,10,5
UE1,106.002,945.017,10,5
UE1,207.821,1272.94,10,5
UE1,917.87,691.74,10,5
UE1,716.896,1111.18,10,5
UE1,873.92,686.394,10,5
UE1,68.0719,1222.87,10,5
UE1,82.7599,943.32,10,5
UE1,238.535,1359.31,10,5
UE1,533.271,1366.93,10,5
UE1,674.834,946.875,10,5
UE1,531.357,1201.05,10,5
UE1,453.037,425.663,10,5
UE1,247.806,1290.62,10,5
UE1,253.139,705.977,10,5
UE1,619.484,954.059,10,5
UE1,84.662,733.621,10,5
UE1,-19.0474,692.71,10,5
UE1,318.697,1225.89,10,5
UE1,110.316,831.488,10,5
UE1,644.405,509.853,10,5
UE1,755.681,826.387,10,5
UE1,208.931,1118.71,10,5
UE1,474.388,378.81,10,5
UE1,73.9021,1246.74,10,5
UE1,117.336,933.523,10,5
UE1,904.131,1133.46,10,5
UE1,643.453,361.087,10,5
UE1,442.283,1064.9,10,5
UE1,-5.65642,666.474,10,5
UE1,141.385,1168.32,10,5
UE1,1033.79,701.838,10,5
UE1,549.437,1272.04,10,5
UE1,718.882,495.874,10,5
UE1,840.187,849.124,10,5
UE1,1015.14,909.436,10,5
UE1,648.985,311.325,10,5
UE1,742.881,873.602,10,5
UE1,40.8723,1060.96,10,5
UE1,904.767,535.65,10,5
UE1,452.04,521.037,10,5
UE1,425.439,1383.1,10,5
UE1,634.6,929.208,10,5
UE1,290.541,586.718,10,5
UE1,586.826,1113.32,10,5
UE1,497.378,1306.63,10,5
UE1,675.833,673.863,10,5
UE1,319.906,840.718,10,5
UE1,408.42,533.047,10,5
UE1,224.911,468.693,10,5
UE1,371.197,412.066,10,5
UE1,92.626,856.364,10,5
UE1,271.641,522.84,10,5
UE1,420.809,708.79,10,5
UE1,483.559,1299.69,10,5
UE1,987.012,565.295,10,5
UE1,724.277,760.223,10,5
UE1,598.223,593.329,10,5
UE1,166.148,967.306,10,5
UE1,55.8209,1016.37,10,5
UE1,422.301,796.32,10,5
UE1,-14.3778,772.684,10,5
UE1,68.8761,712.957,10,5
UE1,-43.2006,772.608,10,5
UE1,446.58,1135.04,10,5
UE1,83.4499,488.139,10,5
UE1,475.454,671.208,10,5
UE1,276.35,693.061,10,5
UE1,622.232,399.598,10,5
UE1,154.632,876.27,10,5
UE1,190.724,612.438,10,5
UE1,377.463,1364.92,10,5
UE1,433.286,1168.31,10,5
UE1,974.82,1005.79,10,5
UE1,269.567,531.79,10,5
UE1,260.103,1045.78,10,5
UE1,-48.1495,775.537,10,5
UE1,637.735,952.667,10,5
UE1,71.5918,717.093,10,5
UE1,1025.84,836.456,10,5
UE1,748.645,490.556,10,5
UE1,587.412,437.419,10,5
UE1,440.39,511.569,10,5
UE1,658.48,483.294,10,5
UE1,776.286,1026.54,10,5
UE1,833.941,520.484,10,5
UE1,552.648,640.358,10,5
UE1,346.298,877.901,10,5
UE1,99.6594,997.35,10,5
UE1,566.122,692.412,10,5
UE1,757.76,908.702,10,5
UE1,199.783,1171.99,10,5
UE1,765.848,1154.07,10,5
UE1,178.103,512.671,10,5
UE1,899.641,1083.78,10,5
UE1,-50.8155,800.853,10,5
UE1,535.341,1179.93,10,5
UE1,-64.2174,878.455,10,5
