Token,X,Y,Z
UE3,1750,350,1.5
UE1,1800,350,1.5
UE1,1850,350,1.5
UE3,1900,350,1.5
UE3,1950,350,1.5
UE1,2000,350,1.5
UE4,2050,350,1.5
UE4,2100,350,1.5
UE2,2150,350,1.5
UE1,2200,350,1.5
UE4,2250,350,1.5
UE3,2300,350,1.5
UE1,2350,350,1.5
UE3,2400,350,1.5
UE4,2450,350,1.5
UE4,0,400,1.5
UE2,-50,400,1.5
UE2,-100,400,1.5
UE2,-150,400,1.5
UE4,-200,400,1.5
UE3,-250,400,1.5
UE4,-300,400,1.5
UE4,-350,400,1.5
UE2,-400,400,1.5
UE2,-450,400,1.5
UE4,-500,400,1.5
UE2,-550,400,1.5
UE2,-600,400,1.5
UE2,-650,400,1.5
UE4,-700,400,1.5
UE2,-750,400,1.5
UE2,-800,400,1.5
UE3,-850,400,1.5
UE4,-900,400,1.5
UE1,-950,400,1.5
UE4,-1000,400,1.5
UE2,-1050,400,1.5
UE1,-1100,400,1.5
UE3,-1150,400,1.5
UE2,-1200,400,1.5
UE2,-1250,400,1.5
UE4,-1300,400,1.5
UE4,-1350,400,1.5
UE4,-1400,400,1.5
UE4,-1450,400,1.5
UE3,-1500,400,1.5
UE3,-1550,400,1.5
UE1,-1600,400,1.5
UE4,-1650,400,1.5
UE1,-1700,400,1.5
UE3,-1750,400,1.5
UE1,-1800,400,1.5
UE3,-1850,400,1.5
UE4,-1900,400,1.5
UE2,-1950,400,1.5
UE1,-2000,400,1.5
UE1,-2050,400,1.5
UE2,-2100,400,1.5
UE3,-2150,400,1.5
UE2,-2200,400,1.5
UE1,-2250,400,1.5
UE4,-2300,400,1.5
UE4,-2350,400,1.5
UE3,-2400,400,1.5
UE1,0,400,1.5
UE2,50,400,1.5
UE2,100,400,1.5
UE3,150,400,1.5
UE4,200,400,1.5
UE3,250,400,1.5
UE3,300,400,1.5
UE2,350,400,1.5
UE4,400,400,1.5
UE3,450,400,1.5
UE1,500,400,1.5
UE1,550,400,1.5
UE4,600,400,1.5
UE2,650,400,1.5
UE1,700,400,1.5
UE2,750,400,1.5
UE2,800,400,1.5
UE3,850,400,1.5
UE4,900,400,1.5
UE2,950,400,1.5
UE3,1000,400,1.5
UE1,1050,400,1.5
UE1,1100,400,1.5
UE4,1150,400,1.5
UE2,1200,400,1.5
UE4,1250,400,1.5
UE1,1300,400,1.5
UE2,1350,400,1.5
UE2,1400,400,1.5
UE2,1450,400,1.5
UE3,1500,400,1.5
UE2,1550,400,1.5
UE3,1600,400,1.5
UE2,1650,400,1.5
UE2,1700,400,1.5
UE4,1750,400,1.5
UE2,1800,400,1.5
UE2,1850,400,1.5
UE3,1900,400,1.5
UE2,1950,400,1.5
UE4,2000,400,1.5
UE2,2050,400,1.5
UE4,2100,400,1.5
UE3,2150,400,1.5
UE1,2200,400,1.5
UE3,2250,400,1.5
UE3,2300,400,1.5
UE2,2350,400,1.5
UE2,2400,400,1.5
UE1,0,450,1.5
UE3,-50,450,1.5
UE3,-100,450,1.5
UE4,-150,450,1.5
UE3,-200,450,1.5
UE1,-250,450,1.5
UE4,-300,450,1.5
UE2,-350,450,1.5
UE2,-400,450,1.5
UE2,-450,450,1.5
UE3,-500,450,1.5
UE3,-550,450,1.5
UE4,-600,450,1.5
UE3,-650,450,1.5
UE1,-700,450,1.5
UE2,-750,450,1.5
UE3,-800,450,1.5
UE3,-850,450,1.5
UE2,-900,450,1.5
UE1,-950,450,1.5
UE3,-1000,450,1.5
UE4,-1050,450,1.5
UE2,-1100,450,1.5
UE1,-1150,450,1.5
UE2,-1200,450,1.5
UE2,-1250,450,1.5
UE4,-1300,450,1.5
UE2,-1350,450,1.5
UE1,-1400,450,1.5
UE4,-1450,450,1.5
UE3,-1500,450,1.5
UE2,-1550,450,1.5
UE4,-1600,450,1.5
UE2,-1650,450,1.5
UE2,-1700,450,1.5
UE4,-1750,450,1.5
UE3,-1800,450,1.5
UE1,-1850,450,1.5
UE2,-1900,450,1.5
UE2,-1950,450,1.5
UE3,-2000,450,1.5
UE1,-2050,450,1.5
UE4,-2100,450,1.5
UE4,-2150,450,1.5
UE2,-2200,450,1.5
UE1,-2250,450,1.5
UE2,-2300,450,1.5
UE4,-2350,450,1.5
UE3,-2400,450,1.5
UE1,0,450,1.5
UE1,50,450,1.5
UE4,100,450,1.5
UE4,150,450,1.5
UE2,200,450,1.5
UE1,250,450,1.5
UE1,300,450,1.5
UE4,350,450,1.5
UE2,400,450,1.5
UE3,450,450,1.5
UE1,500,450,1.5
UE4,550,450,1.5
UE4,600,450,1.5
UE1,650,450,1.5
UE3,700,450,1.5
UE1,750,450,1.5
UE1,800,450,1.5
UE1,850,450,1.5
UE1,900,450,1.5
UE3,950,450,1.5
UE4,1000,450,1.5
UE1,1050,450,1.5
UE3,1100,450,1.5
UE1,1150,450,1.5
UE1,1200,450,1.5
UE3,1250,450,1.5
UE4,1300,450,1.5
UE3,1350,450,1.5
UE1,1400,450,1.5
UE1,1450,450,1.5
UE3,1500,450,1.5
UE3,1550,450,1.5
UE4,1600,450,1.5
UE3,1650,450,1.5
UE4,1700,450,1.5
UE2,1750,450,1.5
UE3,1800,450,1.5
UE1,1850,450,1.5
UE3,1900,450,1.5
UE2,1950,450,1.5
UE3,2000,450,1.5
UE3,2050,450,1.5
UE3,2100,450,1.5
UE2,2150,450,1.5
UE3,2200,450,1.5
UE4,2250,450,1.5
UE4,2300,450,1.5
UE4,2350,450,1.5
UE3,2400,450,1.5
UE4,0,500,1.5
UE4,-50,500,1.5
UE2,-100,500,1.5
UE2,-150,500,1.5
UE4,-200,500,1.5
UE4,-250,500,1.5
UE2,-300,500,1.5
UE3,-350,500,1.5
UE3,-400,500,1.5
UE3,-450,500,1.5
UE3,-500,500,1.5
UE3,-550,500,1.5
UE3,-600,500,1.5
UE4,-650,500,1.5
UE1,-700,500,1.5
UE4,-750,500,1.5
UE1,-800,500,1.5
UE2,-850,500,1.5
UE3,-900,500,1.5
UE2,-950,500,1.5
UE2,-1000,500,1.5
UE4,-1050,500,1.5
UE3,-1100,500,1.5
UE1,-1150,500,1.5
UE4,-1200,500,1.5
UE3,-1250,500,1.5
UE4,-1300,500,1.5
UE1,-1350,500,1.5
UE3,-1400,500,1.5
UE2,-1450,500,1.5
UE4,-1500,500,1.5
UE2,-1550,500,1.5
UE2,-1600,500,1.5
UE1,-1650,500,1.5
UE1,-1700,500,1.5
UE1,-1750,500,1.5
UE2,-1800,500,1.5
UE4,-1850,500,1.5
UE2,-1900,500,1.5
UE1,-1950,500,1.5
UE1,-2000,500,1.5
UE4,-2050,500,1.5
UE4,-2100,500,1.5
UE1,-2150,500,1.5
UE3,-2200,500,1.5
UE1,-2250,500,1.5
UE1,-2300,500,1.5
UE3,-2350,500,1.5
UE2,0,500,1.5
UE2,50,500,1.5
UE3,100,500,1.5
UE4,150,500,1.5
UE1,200,500,1.5
UE2,250,500,1.5
UE2,300,500,1.5
UE1,350,500,1.5
UE3,400,500,1.5
UE3,450,500,1.5
UE4,500,500,1.5
UE4,550,500,1.5
UE1,600,500,1.5
UE1,650,500,1.5
UE4,700,500,1.5
UE4,750,500,1.5
UE3,800,500,1.5
UE4,850,500,1.5
UE1,900,500,1.5
UE4,950,500,1.5
UE2,1000,500,1.5
UE2,1050,500,1.5
UE1,1100,500,1.5
UE1,1150,500,1.5
UE1,1200,500,1.5
UE4,1250,500,1.5
UE2,1300,500,1.5
UE1,1350,500,1.5
UE2,1400,500,1.5
UE4,1450,500,1.5
UE1,1500,500,1.5
UE2,1550,500,1.5
UE3,1600,500,1.5
UE2,1650,500,1.5
UE1,1700,500,1.5
UE2,1750,500,1.5
UE1,1800,500,1.5
UE2,1850,500,1.5
UE1,1900,500,1.5
UE4,1950,500,1.5
UE4,2000,500,1.5
UE3,2050,500,1.5
UE2,2100,500,1.5
UE3,2150,500,1.5
UE4,2200,500,1.5
UE1,2250,500,1.5
UE1,2300,500,1.5
UE2,2350,500,1.5
UE3,0,550,1.5
UE3,-50,550,1.5
UE3,-100,550,1.5
UE2,-150,550,1.5
UE3,-200,550,1.5
UE2,-250,550,1.5
UE4,-300,550,1.5
UE4,-350,550,1.5
UE2,-400,550,1.5
UE1,-450,550,1.5
UE4,-500,550,1.5
UE3,-550,550,1.5
UE2,-600,550,1.5
UE3,-650,550,1.5
UE2,-700,550,1.5
UE3,-750,550,1.5
UE4,-800,550,1.5
UE3,-850,550,1.5
UE1,-900,550,1.5
UE4,-950,550,1.5
UE3,-1000,550,1.5
UE3,-1050,550,1.5
UE3,-1100,550,1.5
UE2,-1150,550,1.5
UE2,-1200,550,1.5
UE4,-1250,550,1.5
UE2,-1300,550,1.5
UE2,-1350,550,1.5
UE2,-1400,550,1.5
UE1,-1450,550,1.5
UE4,-1500,550,1.5
UE4,-1550,550,1.5
UE1,-1600,550,1.5
UE1,-1650,550,1.5
UE4,-1700,550,1.5
UE4,-1750,550,1.5
UE4,-1800,550,1.5
UE3,-1850,550,1.5
UE2,-1900,550,1.5
UE1,-1950,550,1.5
UE1,-2000,550,1.5
UE1,-2050,550,1.5
UE4,-2100,550,1.5
UE1,-2150,550,1.5
UE4,-2200,550,1.5
UE2,-2250,550,1.5
UE2,-2300,550,1.5
UE2,0,550,1.5
UE4,50,550,1.5
UE3,100,550,1.5
UE2,150,550,1.5
UE1,200,550,1.5
UE4,250,550,1.5
UE4,300,550,1.5
UE1,350,550,1.5
UE2,400,550,1.5
UE2,450,550,1.5
UE4,500,550,1.5
UE2,550,550,1.5
UE4,600,550,1.5
UE1,650,550,1.5
UE3,700,550,1.5
UE4,750,550,1.5
UE2,800,550,1.5
UE2,850,550,1.5
UE3,900,550,1.5
UE1,950,550,1.5
UE2,1000,550,1.5
UE1,1050,550,1.5
UE3,1100,550,1.5
UE3,1150,550,1.5
UE4,1200,550,1.5
UE2,1250,550,1.5
UE2,1300,550,1.5
UE1,1350,550,1.5
UE4,1400,550,1.5
UE1,1450,550,1.5
UE2,1500,550,1.5
UE3,1550,550,1.5
UE2,1600,550,1.5
UE4,1650,550,1.5
UE3,1700,550,1.5
UE3,1750,550,1.5
UE4,1800,550,1.5
UE3,1850,550,1.5
UE1,1900,550,1.5
UE4,1950,550,1.5
UE1,2000,550,1.5
UE3,2050,550,1.5
UE2,2100,550,1.5
UE4,2150,550,1.5
UE3,2200,550,1.5
UE3,2250,550,1.5
UE1,2300,550,1.5
UE3,0,600,1.5
UE3,-50,600,1.5
UE3,-100,600,1.5
UE3,-150,600,1.5
UE4,-200,600,1.5
UE2,-250,600,1.5
UE1,-300,600,1.5
UE4,-350,600,1.5
UE1,-400,600,1.5
UE4,-450,600,1.5
UE1,-500,600,1.5
UE3,-550,600,1.5
UE4,-600,600,1.5
UE2,-650,600,1.5
UE3,-700,600,1.5
UE4,-750,600,1.5
UE3,-800,600,1.5
UE4,-850,600,1.5
UE1,-900,600,1.5
UE2,-950,600,1.5
UE2,-1000,600,1.5
UE1,-1050,600,1.5
UE4,-1100,600,1.5
UE3,-1150,600,1.5
UE1,-1200,600,1.5
UE3,-1250,600,1.5
UE2,-1300,600,1.5
UE1,-1350,600,1.5
UE4,-1400,600,1.5
UE2,-1450,600,1.5
UE1,-1500,600,1.5
UE4,-1550,600,1.5
UE4,-1600,600,1.5
UE3,-1650,600,1.5
UE2,-1700,600,1.5
UE4,-1750,600,1.5
UE2,-1800,600,1.5
UE3,-1850,600,1.5
UE3,-1900,600,1.5
UE1,-1950,600,1.5
UE3,-2000,600,1.5
UE1,-2050,600,1.5
UE3,-2100,600,1.5
UE3,-2150,600,1.5
UE2,-2200,600,1.5
UE2,-2250,600,1.5
UE2,-2300,600,1.5
UE2,0,600,1.5
UE4,50,600,1.5
UE2,100,600,1.5
UE4,150,600,1.5
UE1,200,600,1.5
UE4,250,600,1.5
UE1,300,600,1.5
UE1,350,600,1.5
UE1,400,600,1.5
UE3,450,600,1.5
UE1,500,600,1.5
UE1,550,600,1.5
UE3,600,600,1.5
UE1,650,600,1.5
UE1,700,600,1.5
UE4,750,600,1.5
UE2,800,600,1.5
UE3,850,600,1.5
UE1,900,600,1.5
UE2,950,600,1.5
UE1,1000,600,1.5
UE2,1050,600,1.5
UE4,1100,600,1.5
UE2,1150,600,1.5
UE1,1200,600,1.5
UE2,1250,600,1.5
UE1,1300,600,1.5
UE3,1350,600,1.5
UE3,1400,600,1.5
UE1,1450,600,1.5
UE2,1500,600,1.5
UE4,1550,600,1.5
UE3,1600,600,1.5
UE2,1650,600,1.5
UE2,1700,600,1.5
UE1,1750,600,1.5
UE3,1800,600,1.5
UE3,1850,600,1.5
UE3,1900,600,1.5
UE4,1950,600,1.5
UE2,2000,600,1.5
UE2,2050,600,1.5
UE4,2100,600,1.5
UE2,2150,600,1.5
UE1,2200,600,1.5
UE4,2250,600,1.5
UE3,2300,600,1.5
UE3,0,650,1.5
UE1,-50,650,1.5
UE1,-100,650,1.5
UE2,-150,650,1.5
UE1,-200,650,1.5
UE4,-250,650,1.5
UE1,-300,650,1.5
UE4,-350,650,1.5
UE1,-400,650,1.5
UE1,-450,650,1.5
UE4,-500,650,1.5
UE2,-550,650,1.5
UE4,-600,650,1.5
UE3,-650,650,1.5
UE1,-700,650,1.5
UE4,-750,650,1.5
UE3,-800,650,1.5
UE1,-850,650,1.5
UE2,-900,650,1.5
UE4,-950,650,1.5
UE1,-1000,650,1.5
UE3,-1050,650,1.5
UE4,-1100,650,1.5
UE3,-1150,650,1.5
UE3,-1200,650,1.5
UE3,-1250,650,1.5
UE4,-1300,650,1.5
UE1,-1350,650,1.5
UE2,-1400,650,1.5
UE3,-1450,650,1.5
UE2,-1500,650,1.5
UE3,-1550,650,1.5
UE2,-1600,650,1.5
UE1,-1650,650,1.5
UE3,-1700,650,1.5
UE1,-1750,650,1.5
UE4,-1800,650,1.5
UE4,-1850,650,1.5
UE2,-1900,650,1.5
UE3,-1950,650,1.5
UE2,-2000,650,1.5
UE1,-2050,650,1.5
UE1,-2100,650,1.5
UE2,-2150,650,1.5
UE2,-2200,650,1.5
UE3,-2250,650,1.5
UE2,0,650,1.5
UE3,50,650,1.5
UE3,100,650,1.5
UE4,150,650,1.5
UE4,200,650,1.5
UE4,250,650,1.5
UE4,300,650,1.5
UE3,350,650,1.5
UE3,400,650,1.5
UE1,450,650,1.5
UE1,500,650,1.5
UE4,550,650,1.5
UE3,600,650,1.5
UE1,650,650,1.5
UE1,700,650,1.5
UE3,750,650,1.5
UE2,800,650,1.5
UE4,850,650,1.5
UE3,900,650,1.5
UE1,950,650,1.5
UE2,1000,650,1.5
UE3,1050,650,1.5
UE2,1100,650,1.5
UE4,1150,650,1.5
UE3,1200,650,1.5
UE4,1250,650,1.5
UE4,1300,650,1.5
UE3,1350,650,1.5
UE2,1400,650,1.5
UE2,1450,650,1.5
UE3,1500,650,1.5
UE4,1550,650,1.5
UE2,1600,650,1.5
UE1,1650,650,1.5
UE3,1700,650,1.5
UE3,1750,650,1.5
UE3,1800,650,1.5
UE4,1850,650,1.5
UE4,1900,650,1.5
UE1,1950,650,1.5
UE2,2000,650,1.5
UE1,2050,650,1.5
UE4,2100,650,1.5
UE3,2150,650,1.5
UE2,2200,650,1.5
UE1,2250,650,1.5
UE2,0,700,1.5
UE4,-50,700,1.5
UE1,-100,700,1.5
UE4,-150,700,1.5
UE1,-200,700,1.5
UE1,-250,700,1.5
UE2,-300,700,1.5
UE4,-350,700,1.5
UE1,-400,700,1.5
UE1,-450,700,1.5
UE3,-500,700,1.5
UE2,-550,700,1.5
UE4,-600,700,1.5
UE3,-650,700,1.5
UE2,-700,700,1.5
UE4,-750,700,1.5
UE4,-800,700,1.5
UE4,-850,700,1.5
UE4,-900,700,1.5
UE3,-950,700,1.5
UE1,-1000,700,1.5
UE1,-1050,700,1.5
UE2,-1100,700,1.5
UE1,-1150,700,1.5
UE1,-1200,700,1.5
UE3,-1250,700,1.5
UE3,-1300,700,1.5
UE1,-1350,700,1.5
UE2,-1400,700,1.5
UE1,-1450,700,1.5
UE4,-1550,700,1.5
UE4,-1600,700,1.5
UE1,-1650,700,1.5
UE2,-1700,700,1.5
UE4,-1750,700,1.5
UE1,-1800,700,1.5
UE1,-1850,700,1.5
UE4,-1900,700,1.5
UE3,-1950,700,1.5
UE2,-2000,700,1.5
UE3,-2050,700,1.5
UE2,-2100,700,1.5
UE4,-2150,700,1.5
UE2,-2200,700,1.5
UE3,-2250,700,1.5
UE4,0,700,1.5
UE1,50,700,1.5
UE2,100,700,1.5
UE1,150,700,1.5
UE2,200,700,1.5
UE2,250,700,1.5
UE1,300,700,1.5
UE1,350,700,1.5
UE1,400,700,1.5
UE2,450,700,1.5
UE2,500,700,1.5
UE1,550,700,1.5
UE4,600,700,1.5
UE3,650,700,1.5
UE3,700,700,1.5
UE2,750,700,1.5
UE4,800,700,1.5
UE4,850,700,1.5
UE3,900,700,1.5
UE3,950,700,1.5
UE4,1000,700,1.5
UE1,1050,700,1.5
UE4,1100,700,1.5
UE3,1150,700,1.5
UE4,1200,700,1.5
UE1,1250,700,1.5
UE3,1300,700,1.5
UE2,1350,700,1.5
UE1,1400,700,1.5
UE2,1500,700,1.5
UE2,1550,700,1.5
UE3,1600,700,1.5
UE4,1650,700,1.5
UE4,1700,700,1.5
UE3,1750,700,1.5
UE3,1800,700,1.5
UE3,1850,700,1.5
UE3,1900,700,1.5
UE3,1950,700,1.5
UE1,2000,700,1.5
UE3,2050,700,1.5
UE2,2100,700,1.5
UE2,2150,700,1.5
UE4,2200,700,1.5
UE2,2250,700,1.5
UE2,0,750,1.5
UE3,-50,750,1.5
UE3,-100,750,1.5
UE2,-150,750,1.5
UE2,-200,750,1.5
UE4,-250,750,1.5
UE3,-300,750,1.5
UE1,-350,750,1.5
UE1,-400,750,1.5
UE1,-450,750,1.5
UE1,-500,750,1.5
UE2,-550,750,1.5
UE2,-600,750,1.5
UE3,-650,750,1.5
UE3,-700,750,1.5
UE4,-750,750,1.5
UE1,-800,750,1.5
UE3,-850,750,1.5
UE1,-900,750,1.5
UE1,-950,750,1.5
UE2,-1000,750,1.5
UE2,-1050,750,1.5
UE4,-1100,750,1.5
UE2,-1150,750,1.5
UE3,-1200,750,1.5
UE4,-1250,750,1.5
UE4,-1300,750,1.5
UE4,-1350,750,1.5
UE4,-1400,750,1.5
UE2,-1450,750,1.5
UE2,-1500,750,1.5
UE1,-1550,750,1.5
UE1,-1600,750,1.5
UE3,-1650,750,1.5
UE2,-1700,750,1.5
UE4,-1750,750,1.5
UE1,-1800,750,1.5
UE3,-1850,750,1.5
UE1,-1900,750,1.5
UE4,-1950,750,1.5
UE1,-2000,750,1.5
UE1,-2050,750,1.5
UE3,-2100,750,1.5
UE1,-2150,750,1.5
UE3,-2200,750,1.5
UE1,0,750,1.5
UE2,50,750,1.5
UE1,100,750,1.5
UE4,150,750,1.5
UE3,200,750,1.5
UE1,250,750,1.5
UE1,300,750,1.5
UE1,350,750,1.5
UE4,400,750,1.5
UE2,450,750,1.5
UE1,600,750,1.5
UE3,650,750,1.5
UE3,700,750,1.5
UE3,750,750,1.5
UE2,800,750,1.5
UE3,850,750,1.5
UE1,900,750,1.5
UE3,950,750,1.5
UE2,1000,750,1.5
UE1,1050,750,1.5
UE4,1100,750,1.5
UE1,1150,750,1.5
UE4,1200,750,1.5
UE4,1250,750,1.5
UE1,1300,750,1.5
UE2,1350,750,1.5
UE3,1400,750,1.5
UE4,1450,750,1.5
UE1,1500,750,1.5
UE2,1550,750,1.5
UE4,1600,750,1.5
UE4,1650,750,1.5
UE4,1700,750,1.5
UE2,1750,750,1.5
UE2,1800,750,1.5
UE3,1850,750,1.5
UE1,1900,750,1.5
UE2,1950,750,1.5
UE2,2000,750,1.5
UE2,2050,750,1.5
UE4,2100,750,1.5
UE3,2150,750,1.5
UE3,2200,750,1.5
UE2,0,800,1.5
UE1,-50,800,1.5
UE3,-100,800,1.5
UE1,-150,800,1.5
UE1,-200,800,1.5
UE4,-250,800,1.5
UE1,-300,800,1.5
UE4,-350,800,1.5
UE1,-400,800,1.5
UE2,-450,800,1.5
UE1,-550,800,1.5
UE2,-600,800,1.5
UE2,-700,800,1.5
UE3,-750,800,1.5
UE3,-800,800,1.5
UE1,-850,800,1.5
UE1,-900,800,1.5
UE3,-950,800,1.5
UE2,-1000,800,1.5
UE1,-1050,800,1.5
UE2,-1100,800,1.5
UE2,-1150,800,1.5
UE3,-1200,800,1.5
UE2,-1250,800,1.5
UE2,-1300,800,1.5
UE2,-1350,800,1.5
UE1,-1400,800,1.5
UE4,-1450,800,1.5
UE1,-1500,800,1.5
UE4,-1550,800,1.5
UE4,-1600,800,1.5
UE3,-1650,800,1.5
UE4,-1700,800,1.5
UE4,-1750,800,1.5
UE2,-1800,800,1.5
UE1,-1850,800,1.5
UE4,-1900,800,1.5
UE3,-1950,800,1.5
UE1,-2000,800,1.5
UE3,-2050,800,1.5
UE3,-2100,800,1.5
UE2,-2150,800,1.5
UE4,-2200,800,1.5
UE3,0,800,1.5
UE3,50,800,1.5
UE1,100,800,1.5
UE3,150,800,1.5
UE1,200,800,1.5
UE1,250,800,1.5
UE4,300,800,1.5
UE2,350,800,1.5
UE1,400,800,1.5
UE2,450,800,1.5
UE4,500,800,1.5
UE4,550,800,1.5
UE3,600,800,1.5
UE1,650,800,1.5
UE2,700,800,1.5
UE3,750,800,1.5
UE4,800,800,1.5
UE2,850,800,1.5
UE4,900,800,1.5
UE1,950,800,1.5
UE3,1000,800,1.5
UE4,1050,800,1.5
UE1,1100,800,1.5
UE3,1150,800,1.5
UE1,1200,800,1.5
UE4,1250,800,1.5
UE4,1300,800,1.5
UE1,1350,800,1.5
UE2,1400,800,1.5
UE2,1450,800,1.5
UE3,1500,800,1.5
UE4,1550,800,1.5
UE3,1600,800,1.5
UE1,1650,800,1.5
UE2,1700,800,1.5
UE3,1750,800,1.5
UE3,1800,800,1.5
UE4,1850,800,1.5
UE3,1900,800,1.5
UE4,1950,800,1.5
UE4,2000,800,1.5
UE2,2050,800,1.5
UE4,2100,800,1.5
UE1,2150,800,1.5
UE3,2200,800,1.5
UE3,0,850,1.5
UE3,-50,850,1.5
UE4,-100,850,1.5
UE1,-150,850,1.5
UE2,-200,850,1.5
UE2,-250,850,1.5
UE1,-300,850,1.5
UE1,-350,850,1.5
UE1,-400,850,1.5
UE4,-450,850,1.5
UE4,-550,850,1.5
UE4,-600,850,1.5
UE2,-650,850,1.5
UE4,-700,850,1.5
UE4,-750,850,1.5
UE2,-800,850,1.5
UE3,-850,850,1.5
UE4,-900,850,1.5
UE2,-950,850,1.5
UE1,-1000,850,1.5
UE1,-1050,850,1.5
UE2,-1100,850,1.5
UE1,-1150,850,1.5
UE4,-1200,850,1.5
UE1,-1250,850,1.5
UE4,-1300,850,1.5
UE3,-1350,850,1.5
UE4,-1400,850,1.5
UE2,-1450,850,1.5
UE1,-1550,850,1.5
UE2,-1600,850,1.5
UE4,-1700,850,1.5
UE3,-1750,850,1.5
UE1,-1800,850,1.5
UE1,-1850,850,1.5
UE3,-1900,850,1.5
UE4,-1950,850,1.5
UE1,-2000,850,1.5
UE1,-2050,850,1.5
UE2,-2100,850,1.5
UE2,-2150,850,1.5
UE2,0,850,1.5
UE1,50,850,1.5
UE2,100,850,1.5
UE2,150,850,1.5
UE1,200,850,1.5
UE3,250,850,1.5
UE2,300,850,1.5
UE3,350,850,1.5
UE2,450,850,1.5
UE2,550,850,1.5
UE2,600,850,1.5
UE2,650,850,1.5
UE2,700,850,1.5
UE2,750,850,1.5
UE4,800,850,1.5
UE2,850,850,1.5
UE4,900,850,1.5
UE4,950,850,1.5
UE4,1000,850,1.5
UE2,1050,850,1.5
UE1,1100,850,1.5
UE2,1150,850,1.5
UE4,1200,850,1.5
UE1,1250,850,1.5
UE4,1300,850,1.5
UE3,1350,850,1.5
UE3,1400,850,1.5
UE3,1450,850,1.5
UE1,1550,850,1.5
UE2,1600,850,1.5
UE3,1650,850,1.5
UE4,1700,850,1.5
UE4,1750,850,1.5
UE4,1800,850,1.5
UE3,1850,850,1.5
UE2,1900,850,1.5
UE3,1950,850,1.5
UE1,2000,850,1.5
UE2,2050,850,1.5
UE3,2100,850,1.5
UE3,2150,850,1.5
UE2,0,900,1.5
UE2,-50,900,1.5
UE2,-100,900,1.5
UE2,-150,900,1.5
UE2,-200,900,1.5
UE4,-250,900,1.5
UE2,-300,900,1.5
UE1,-350,900,1.5
UE1,-400,900,1.5
UE2,-450,900,1.5
UE1,-500,900,1.5
UE1,-550,900,1.5
UE1,-600,900,1.5
UE2,-650,900,1.5
UE3,-700,900,1.5
UE2,-750,900,1.5
UE4,-800,900,1.5
UE4,-850,900,1.5
UE2,-900,900,1.5
UE2,-950,900,1.5
UE2,-1000,900,1.5
UE4,-1050,900,1.5
UE2,-1100,900,1.5
UE1,-1150,900,1.5
UE1,-1200,900,1.5
UE1,-1250,900,1.5
UE2,-1300,900,1.5
UE2,-1350,900,1.5
UE1,-1400,900,1.5
UE4,-1450,900,1.5
UE3,-1500,900,1.5
UE3,-1550,900,1.5
UE2,-1600,900,1.5
UE3,-1650,900,1.5
UE1,-1700,900,1.5
UE3,-1750,900,1.5
UE1,-1800,900,1.5
UE2,-1850,900,1.5
UE4,-1900,900,1.5
UE1,-1950,900,1.5
UE3,-2000,900,1.5
UE4,-2050,900,1.5
UE1,-2100,900,1.5
UE1,0,900,1.5
UE1,50,900,1.5
UE1,100,900,1.5
UE3,150,900,1.5
UE3,200,900,1.5
UE2,250,900,1.5
UE4,300,900,1.5
UE1,350,900,1.5
UE1,400,900,1.5
UE4,450,900,1.5
UE1,500,900,1.5
UE1,550,900,1.5
UE4,600,900,1.5
UE3,650,900,1.5
UE1,700,900,1.5
UE1,750,900,1.5
UE3,800,900,1.5
UE2,850,900,1.5
UE1,900,900,1.5
UE2,950,900,1.5
UE1,1000,900,1.5
UE4,1050,900,1.5
UE4,1100,900,1.5
UE2,1150,900,1.5
UE3,1200,900,1.5
UE4,1250,900,1.5
UE4,1300,900,1.5
UE2,1350,900,1.5
UE1,1400,900,1.5
UE2,1450,900,1.5
UE3,1500,900,1.5
UE3,1550,900,1.5
UE2,1600,900,1.5
UE3,1650,900,1.5
UE3,1700,900,1.5
UE4,1750,900,1.5
UE4,1800,900,1.5
UE4,1850,900,1.5
UE2,1900,900,1.5
UE3,1950,900,1.5
UE4,2000,900,1.5
UE4,2050,900,1.5
UE4,2100,900,1.5
UE2,0,950,1.5
UE2,-50,950,1.5
UE3,-100,950,1.5
UE3,-150,950,1.5
UE3,-200,950,1.5
UE2,-250,950,1.5
UE4,-300,950,1.5
UE4,-350,950,1.5
UE1,-400,950,1.5
UE4,-450,950,1.5
UE1,-500,950,1.5
UE1,-550,950,1.5
UE4,-600,950,1.5
UE3,-700,950,1.5
UE2,-750,950,1.5
UE1,-800,950,1.5
UE3,-850,950,1.5
UE2,-900,950,1.5
UE3,-950,950,1.5
UE2,-1000,950,1.5
UE2,-1050,950,1.5
UE1,-1100,950,1.5
UE4,-1150,950,1.5
UE2,-1200,950,1.5
UE4,-1250,950,1.5
UE2,-1300,950,1.5
UE2,-1350,950,1.5
UE3,-1450,950,1.5
UE3,-1500,950,1.5
UE4,-1550,950,1.5
UE1,-1600,950,1.5
UE3,-1650,950,1.5
UE3,-1700,950,1.5
UE4,-1750,950,1.5
UE1,-1800,950,1.5
UE4,-1850,950,1.5
UE1,-1900,950,1.5
UE2,-1950,950,1.5
UE2,-2000,950,1.5
UE3,-2050,950,1.5
UE1,-2100,950,1.5
UE1,0,950,1.5
UE2,50,950,1.5
UE2,100,950,1.5
UE1,150,950,1.5
UE3,200,950,1.5
UE1,250,950,1.5
UE3,300,950,1.5
UE4,350,950,1.5
