col1,node,x,y,m1,m2
716,UE1,28.6104,897.833,10,5
717,UE1,-30.0999,715.671,10,5
718,UE1,102.481,678.386,10,5
719,UE1,106.722,878.845,10,5
720,UE1,370.068,745.599,10,5
721,UE1,361.099,573.003,10,5
722,UE1,771.414,991.562,10,5
723,UE1,124.024,1129.84,10,5
724,UE1,517.229,1081.99,10,5
725,UE1,773.154,855.549,10,5
726,UE1,810.427,1016.55,10,5
727,UE1,386.087,1234.98,10,5
728,UE1,47.4467,868.904,10,5
729,UE1,230.7,506.261,10,5
730,UE1,27.7382,554.74,10,5
731,UE1,189.977,797.72,10,5
732,UE1,445.869,993.053,10,5
733,UE1,273.861,430.426,10,5
734,UE1,112.268,899.763,10,5
735,UE1,588.666,798.517,10,5
736,UE1,296.111,1281.48,10,5
737,UE1,102.594,706.637,10,5
738,UE1,-126.535,714.235,10,5
739,UE1,451.164,457.742,10,5
740,UE1,265.632,1296.89,10,5
741,UE1,68.0422,951.805,10,5
742,UE1,428.969,456.436,10,5
743,UE1,558.277,711.204,10,5
744,UE1,726.73,896.054,10,5
745,UE1,507.091,495.396,10,5
746,UE1,138.658,1092.61,10,5
747,UE1,318.578,502.738,10,5
748,UE1,-3.41025,857.582,10,5
749,UE1,332.267,1350.2,10,5
750,UE1,238.173,648.515,10,5
751,UE1,383.366,1341.51,10,5
752,UE1,761.735,692.573,10,5
753,UE1,320.256,1206.6,10,5
754,UE1,354.59,744.752,10,5
755,UE1,386.076,957.278,10,5
756,UE1,560.676,530.541,10,5
757,UE1,54.813,1135.43,10,5
758,UE1,252.633,1109.48,10,5
759,UE1,575.965,705.856,10,5
760,UE1,671.221,590.338,10,5
761,UE1,581.269,789.714,10,5
762,UE1,661.291,1122.5,10,5
763,UE1,362.325,468.051,10,5
764,UE1,365.956,904.267,10,5
765,UE1,-64.0595,636.221,10,5
766,UE1,403.923,1304.31,10,5
767,UE1,387.532,658.886,10,5
768,UE1,270.019,773.724,10,5
769,UE1,159.41,590.331,10,5
770,UE1,709.939,1123.52,10,5
771,UE1,-134.12,970.369,10,5
772,UE1,-105.771,969.739,10,5
773,UE1,-51.7114,661.284,10,5
774,UE1,588.128,1099.61,10,5
775,UE1,391.546,887.199,10,5
776,UE1,360.866,951.674,10,5
777,UE1,2260.77,33.964,10,5
778,UE1,1905.22,-315.055,10,5
779,UE1,1745.79,266.773,10,5
780,UE1,1463.17,138.145,10,5
781,UE1,1782.24,-128.968,10,5
782,UE1,1611.58,221.962,10,5
783,UE1,2326.05,-261.682,10,5
784,UE1,1691.12,-272.663,10,5
785,UE1,1825.38,-259.325,10,5
786,UE1,2179.05,306.434,10,5
787,UE1,1812.86,-273.999,10,5
788,UE1,2119.06,-482.644,10,5
789,UE1,1897.84,92.7367,10,5
790,UE1,1921.11,-28.8718,10,5
791,UE1,2054.72,73.6977,10,5
792,UE1,2079.22,-170.729,10,5
793,UE1,1694.04,-392.894,10,5
794,UE1,1469.15,161.059,10,5
795,UE1,2112.38,363.781,10,5
796,UE1,2331.04,-185.861,10,5
797,UE1,2191.91,-138.536,10,5
798,UE1,1480.9,121.751,10,5
799,UE1,1968.26,53.8019,10,5
800,UE1,1863.62,404.821,10,5
801,UE1,1901.52,266.19,10,5
802,UE1,1677.67,-478.409,10,5
803,UE1,1705.99,-337.253,10,5
804,UE1,2144.31,-476.629,10,5
805,UE1,1822.58,-107.317,10,5
806,UE1,2280.63,-259.231,10,5
807,UE1,2080.52,365.635,10,5
808,UE1,2207.21,-412.335,10,5
809,UE1,1651.58,-6.92969,10,5
810,UE1,2114.06,-407.215,10,5
811,UE1,2174.93,301.795,10,5
812,UE1,1778.51,29.9266,10,5
813,UE1,2254.2,254.607,10,5
814,UE1,2185.89,-82.3435,10,5
815,UE1,2125.41,-193.746,10,5
816,UE1,2025.12,113.751,10,5
817,UE1,1695.88,-455.102,10,5
818,UE1,2141.54,111.245,10,5
819,UE1,1718.69,384.152,10,5
820,UE1,1961.09,414.589,10,5
821,UE1,2108.7,-86.8245,10,5
822,UE1,1747.14,-172.082,10,5
823,UE1,2248.73,-105.619,10,5
824,UE1,2247.94,-27.4277,10,5
825,UE1,1893.57,-516.033,10,5
826,UE1,2301.31,215.149,10,5
827,UE1,1671.72,-316.919,10,5
828,UE1,2347.4,-64.612,10,5
829,UE1,1609.95,333.93,10,5
830,UE1,2161.41,15.0075,10,5
831,UE1,1936.79,167.931,10,5
832,UE1,1486.78,150.434,10,5
833,UE1,2272.08,13.0141,10,5
834,UE1,1965.12,233.74,10,5
835,UE1,1587.02,25.8928,10,5
836,UE1,1927.52,273.365,10,5
837,UE1,1563.83,-351.101,10,5
838,UE1,1607.62,-285.878,10,5
839,UE1,1804.67,320.013,10,5
840,UE1,2009.91,-35.3494,10,5
841,UE1,1737.98,-13.62,10,5
842,UE1,2052.73,-120.779,10,5
843,UE1,1608.16,-427.887,10,5
844,UE1,2184.95,-476.083,10,5
845,UE1,2311.76,-309.57,10,5
846,UE1,1903.86,132.948,10,5
847,UE1,2265.47,164.688,10,5
848,UE1,2080.19,-4.33183,10,5
849,UE1,1968.03,198.433,10,5
850,UE1,1511.69,26.8177,10,5
851,UE1,1858.44,-474.54,10,5
852,UE1,2134.43,135.049,10,5
853,UE1,1513.51,-190.651,10,5
854,UE1,2328.18,-258.678,10,5
855,UE1,1672.67,370.009,10,5
856,UE1,2248.28,-352.241,10,5
857,UE1,2287.95,197.603,10,5
858,UE1,2239.56,-336.613,10,5
859,UE1,1895.86,-482.726,10,5
860,UE1,1866.59,-457.618,10,5
861,UE1,1539.22,-382.82,10,5
862,UE1,2036.39,-457.959,10,5
863,UE1,1713.15,-469.747,10,5
864,UE1,2126.07,-479.863,10,5
865,UE1,2115.01,124.35,10,5
866,UE1,1502.71,-260.378,10,5
867,UE1,2329.34,-49.7704,10,5
868,UE1,2061.89,285.262,10,5
869,UE1,1776.74,39.1385,10,5
870,UE1,1567.07,194.313,10,5
871,UE1,2152.27,65.5316,10,5
872,UE1,1711.88,-95.2846,10,5
873,UE1,2175.67,133.568,10,5
874,UE1,2296.43,-311.973,10,5
875,UE1,2160.5,257.936,10,5
876,UE1,1479.63,-45.0222,10,5
877,UE1,1265.68,-637.423,10,5
878,UE1,797.826,-1080.95,10,5
879,UE1,1494.4,-652.526,10,5
880,UE1,928.395,-811.555,10,5
881,UE1,1499.01,-532.662,10,5
882,UE1,893.327,-661.132,10,5
883,UE1,908.313,-1079.29,10,5
884,UE1,1262.86,-1041,10,5
885,UE1,894.98,-1257.23,10,5
886,UE1,831.761,-983.959,10,5
887,UE1,1219.3,-1291.9,10,5
888,UE1,1282.98,-642.232,10,5
889,UE1,758.886,-735.354,10,5
890,UE1,734.206,-1026.42,10,5
891,UE1,1488.51,-591.958,10,5
892,UE1,1281.65,-610.465,10,5
893,UE1,1599.79,-1029.93,10,5
894,UE1,1275.1,-819.03,10,5
895,UE1,965.357,-578.972,10,5
896,UE1,1018.98,-572.906,10,5
897,UE1,816.007,-667.014,10,5
898,UE1,1253.28,-869.86,10,5
899,UE1,1317.44,-438.871,10,5
900,UE1,1465.29,-509.752,10,5
901,UE1,1203.93,-1293.56,10,5
902,UE1,894.544,-668.381,10,5
903,UE1,900.998,-621.844,10,5
904,UE1,1262.83,-1327.67,10,5
905,UE1,950.199,-718.246,10,5
906,UE1,1173.39,-1240.17,10,5
907,UE1,1670.01,-830.595,10,5
908,UE1,1469.17,-1278.14,10,5
909,UE1,1074.37,-1349.28,10,5
910,UE1,1314.35,-874.803,10,5
911,UE1,898.754,-869.224,10,5
912,UE1,732.411,-1023.11,10,5
913,UE1,1534.83,-731.425,10,5
914,UE1,1422.18,-986.394,10,5
915,UE1,1072.06,-799.164,10,5
916,UE1,1336.3,-742.602,10,5
917,UE1,1235.48,-1234.42,10,5
918,UE1,1103.42,-1055.73,10,5
919,UE1,1449.63,-664.586,10,5
920,UE1,1545.24,-903.787,10,5
921,UE1,1275.71,-1296.2,10,5
922,UE1,1619.4,-762.981,10,5
923,UE1,965.715,-1293.48,10,5
924,UE1,1202.29,-1187.26,10,5
925,UE1,1397.95,-1259.64,10,5
926,UE1,916.87,-787.499,10,5
927,UE1,1600.84,-596.978,10,5
928,UE1,1201.45,-679.1,10,5
929,UE1,998.988,-960.509,10,5
930,UE1,747.295,-656.344,10,5
931,UE1,1192.91,-509.099,10,5
932,UE1,1233.89,-826.702,10,5
933,UE1,1604.66,-707.055,10,5
934,UE1,1282.14,-694.134,10,5
935,UE1,1164.36,-677.296,10,5
936,UE1,1142.47,-981.544,10,5
937,UE1,1523.74,-1139.32,10,5
938,UE1,1408.52,-1182.28,10,5
939,UE1,895.191,-1135.21,10,5
940,UE1,1505.61,-978.109,10,5
941,UE1,973.287,-644.905,10,5
942,UE1,1231.48,-1215.07,10,5
943,UE1,1148.5,-848.537,10,5
944,UE1,833.24,-1217.45,10,5
945,UE1,1234.48,-779.095,10,5
946,UE1,1487.61,-1006.75,10,5
947,UE1,1078.04,-947.784,10,5
948,UE1,806.824,-742.744,10,5
949,UE1,1474.37,-1147.29,10,5
950,UE1,1272.66,-1050.23,10,5
951,UE1,1260.09,-1226.39,10,5
952,UE1,1315.65,-486.502,10,5
953,UE1,1198.75,-766.911,10,5
954,UE1,1204.71,-417.196,10,5
955,UE1,1065.53,-1061.8,10,5
956,UE1,1165.82,-800.964,10,5
957,UE1,1082.67,-949.302,10,5
958,UE1,690.359,-842.302,10,5
959,UE1,1336.04,-803.005,10,5
960,UE1,1430.48,-943.161,10,5
961,UE1,1445.73,-481.737,10,5
962,UE1,1003.78,-1269.25,10,5
963,UE1,1359.75,-920.603,10,5
964,UE1,814.457,-611.054,10,5
965,UE1,1181.71,-1114.22,10,5
966,UE1,1550.27,-902.36,10,5
967,UE1,1162.95,-1093.39,10,5
968,UE1,1321.54,-404.782,10,5
969,UE1,1212.35,-543.023,10,5
970,UE1,1374.86,-1311.95,10,5
971,UE1,1086.85,-1008.15,10,5
972,UE1,1402.98,-995.145,10,5
973,UE1,1335.67,-594.071,10,5
974,UE1,1211.41,-629.993,10,5
975,UE1,969.714,-904.577,10,5
976,UE1,775.957,-879.386,10,5
977,UE1,1051.84,-1453.43,10,5
978,UE1,1407.73,-1229.03,10,5
979,UE1,578.473,-1596.29,10,5
980,UE1,1370.43,-1200.53,10,5
981,UE1,963.57,-1654.66,10,5
982,UE1,992.767,-1004.38,10,5
983,UE1,1111.57,-932.763,10,5
984,UE1,883.908,-1532.21,10,5
985,UE1,1290.98,-1055.2,10,5
986,UE1,669.469,-1433.03,10,5
987,UE1,1055.57,-1317.57,10,5
988,UE1,598.65,-1501.97,10,5
989,UE1,904.587,-1773.78,10,5
990,UE1,995.469,-1571.74,10,5
991,UE1,906.881,-1510.73,10,5
992,UE1,1339.62,-1425.63,10,5
993,UE1,1023.2,-1311.46,10,5
994,UE1,561.5,-1247.75,10,5
995,UE1,1108.76,-1707.59,10,5
996,UE1,588.231,-1390.66,10,5
997,UE1,1147.07,-1769.11,10,5
998,UE1,1011.22,-1328.67,10,5
999,UE1,649.401,-1698.04,10,5
1000,UE1,1242.97,-1047.55,10,5
1001,UE1,724.143,-1709.56,10,5
1002,UE1,1297.68,-1105.51,10,5
1003,UE1,878.154,-1776.26,10,5
1004,UE1,787.828,-1097,10,5
1005,UE1,913.122,-1217.55,10,5
1006,UE1,553.797,-1657.37,10,5
1007,UE1,1087.7,-1020.44,10,5
1008,UE1,693.536,-1478.79,10,5
1009,UE1,933.558,-1403.39,10,5
1010,UE1,1273.56,-1278.54,10,5
1011,UE1,595.152,-1429.88,10,5
1012,UE1,1255.66,-1399.02,10,5
1013,UE1,913.145,-1214,10,5
1014,UE1,656.363,-1009.84,10,5
1015,UE1,1276.5,-1543.96,10,5
1016,UE1,790.476,-1715.16,10,5
1017,UE1,1184.97,-995.448,10,5
1018,UE1,772.427,-950.006,10,5
1019,UE1,583.672,-1240.3,10,5
1020,UE1,767.936,-995.169,10,5
1021,UE1,1025.43,-1854.62,10,5
1022,UE1,891.978,-1865.45,10,5
1023,UE1,698.312,-1371.09,10,5
1024,UE1,914.333,-1226.65,10,5
1025,UE1,892.402,-1091.88,10,5
1026,UE1,519.91,-1452.34,10,5
1027,UE1,1261.03,-1580.48,10,5
1028,UE1,1093.68,-1194.8,10,5
1029,UE1,726.168,-1646.61,10,5
1030,UE1,1225.34,-1112.48,10,5
1031,UE1,1410.18,-1344.4,10,5
1032,UE1,1109.23,-1224.92,10,5
1033,UE1,675.557,-1547.45,10,5
1034,UE1,1042.18,-1346.86,10,5
1035,UE1,1213.01,-1192.23,10,5
1036,UE1,1027.25,-1841.79,10,5
1037,UE1,839.643,-1048.73,10,5
1038,UE1,1205.11,-1756.55,10,5
1039,UE1,1000.39,-1562.94,10,5
1040,UE1,1073.64,-1453.04,10,5
1041,UE1,636.237,-1360.16,10,5
1042,UE1,1194.46,-1593.27,10,5
1043,UE1,1050.05,-1408.96,10,5
1044,UE1,654.097,-1600.56,10,5
1045,UE1,556.063,-1500.76,10,5
1046,UE1,1206.11,-1094.25,10,5
1047,UE1,708.912,-1421.11,10,5
1048,UE1,951.201,-1544.41,10,5
1049,UE1,864.468,-1814.83,10,5
1050,UE1,1255,-1033.19,10,5
1051,UE1,1148.18,-938.854,10,5
1052,UE1,833.689,-1705.4,10,5
1053,UE1,658.75,-1180.87,10,5
1054,UE1,900.803,-1170.76,10,5
1055,UE1,856.505,-1576.44,10,5
1056,UE1,952.316,-1178.36,10,5
1057,UE1,839.239,-1518.33,10,5
1058,UE1,607.805,-1513.54,10,5
1059,UE1,1055.79,-1203.85,10,5
1060,UE1,1188.79,-1019.27,10,5
1061,UE1,1165.3,-1564.08,10,5
1062,UE1,908.483,-1064.58,10,5
1063,UE1,907.26,-1404.24,10,5
1064,UE1,700.796,-1408.61,10,5
1065,UE1,1125.39,-1750.6,10,5
1066,UE1,982.91,-1365.73,10,5
1067,UE1,559.036,-1559.71,10,5
1068,UE1,470.466,-1367.87,10,5
1069,UE1,782.248,-972.401,10,5
1070,UE1,1218.07,-951.875,10,5
1071,UE1,1289.55,-1387.67,10,5
1072,UE1,1199.21,-1059.43,10,5
1073,UE1,577.4,-1543.53,10,5
1074,UE1,1071.58,-963.294,10,5
1075,UE1,1162.26,-1610.14,10,5
1076,UE1,548.606,-1262.95,10,5
1077,UE1,-275.616,-1530.8,10,5
1078,UE1,-83.1354,-1142.24,10,5
1079,UE1,-332.885,-1683.85,10,5
1080,UE1,-4.941,-1416.94,10,5
1081,UE1,385.267,-1801.71,10,5
1082,UE1,154.76,-1561.03,10,5
1083,UE1,-26.931,-1934.44,10,5
1084,UE1,-347.659,-1366.64,10,5
1085,UE1,25.8777,-1481.89,10,5
1086,UE1,-286.801,-1647.75,10,5
1087,UE1,115.167,-1815.33,10,5
1088,UE1,312.01,-1400.59,10,5
1089,UE1,306.349,-1116,10,5
1090,UE1,367.308,-1578.2,10,5
1091,UE1,508.51,-1570.07,10,5
1092,UE1,446.305,-1509.44,10,5
1093,UE1,71.9006,-1209.38,10,5
1094,UE1,464.484,-1218.35,10,5
1095,UE1,184.531,-1145.87,10,5
1096,UE1,209.739,-1575.63,10,5
1097,UE1,173.384,-1062.64,10,5
1098,UE1,464.683,-1177.3,10,5
1099,UE1,-198.836,-1722.76,10,5
1100,UE1,129.552,-1635.04,10,5
1101,UE1,-149.747,-1648.31,10,5
1102,UE1,153.906,-1779.92,10,5
1103,UE1,157.548,-1945.19,10,5
1104,UE1,-348.1,-1679.39,10,5
1105,UE1,-220.111,-1654.68,10,5
1106,UE1,72.6366,-1121.56,10,5
1107,UE1,155.74,-1245.62,10,5
1108,UE1,436.732,-1420.88,10,5
1109,UE1,-67.4527,-1567.3,10,5
1110,UE1,-64.5036,-1079.22,10,5
1111,UE1,-49.9081,-1661.85,10,5
1112,UE1,392.76,-1847.59,10,5
1113,UE1,574.574,-1616.17,10,5
1114,UE1,186.292,-1855.12,10,5
1115,UE1,-267.252,-1587.35,10,5
1116,UE1,-6.09491,-1638.76,10,5
1117,UE1,384.102,-1652.57,10,5
1118,UE1,-313.809,-1440.21,10,5
1119,UE1,80.6141,-1385.54,10,5
1120,UE1,-221.758,-1822.82,10,5
1121,UE1,-342.158,-1658.76,10,5
1122,UE1,-253.533,-1226.8,10,5
1123,UE1,305.063,-1235.79,10,5
1124,UE1,99.9912,-1068.38,10,5
1125,UE1,-246.712,-1634.67,10,5
1126,UE1,-125.309,-1477.58,10,5
1127,UE1,126.032,-1784.78,10,5
1128,UE1,494.258,-1335.07,10,5
1129,UE1,-105.59,-1077.26,10,5
1130,UE1,-13.2208,-1038.56,10,5
1131,UE1,-325.252,-1252.98,10,5
1132,UE1,388.022,-1496.41,10,5
1133,UE1,-145.312,-1244.76,10,5
1134,UE1,496.471,-1427.07,10,5
1135,UE1,-302.124,-1545.9,10,5
1136,UE1,-43.701,-1492.73,10,5
1137,UE1,-359.906,-1614.42,10,5
1138,UE1,344.753,-1821.59,10,5
1139,UE1,20.9132,-1350.95,10,5
1140,UE1,-274.131,-1198.45,10,5
1141,UE1,-153.3,-1887.66,10,5
1142,UE1,368.818,-1308.19,10,5
1143,UE1,114.794,-1294.82,10,5
1144,UE1,319.37,-1188.51,10,5
1145,UE1,428.831,-1489.08,10,5
1146,UE1,-189.252,-1340.74,10,5
1147,UE1,-136.777,-1266.52,10,5
1148,UE1,113.571,-1923.63,10,5
1149,UE1,451.384,-1755.07,10,5
1150,UE1,-168.853,-1306.41,10,5
1151,UE1,-337.462,-1297.18,10,5
1152,UE1,-395.896,-1490.12,10,5
1153,UE1,204.069,-1766.91,10,5
1154,UE1,-2.37707,-1646.83,10,5
1155,UE1,-12.7255,-1456.15,10,5
1156,UE1,262.736,-1455.56,10,5
1157,UE1,263.236,-1556.38,10,5
1158,UE1,-105.291,-1540.19,10,5
1159,UE1,19.8715,-1082.7,10,5
1160,UE1,72.8452,-1753.58,10,5
1161,UE1,238.471,-1348.74,10,5
1162,UE1,-12.1418,-1827.5,10,5
1163,UE1,-198.846,-1650.3,10,5
1164,UE1,81.1914,-1145.24,10,5
1165,UE1,133.606,-1084.69,10,5
1166,UE1,422.987,-1738.63,10,5
1167,UE1,-187.351,-1622.47,10,5
1168,UE1,-89.1485,-1733.44,10,5
1169,UE1,94.4798,-1766.07,10,5
1170,UE1,-124.869,-1512.7,10,5
1171,UE1,-135.794,-1202.61,10,5
1172,UE1,-8.83223,-1238.85,10,5
1173,UE1,-109.609,-1902.27,10,5
1174,UE1,-383.97,-1408.43,10,5
1175,UE1,-122.774,-1547.2,10,5
1176,UE1,132.537,-1083.39,10,5
1177,UE1,-1098.81,-1177.27,10,5
1178,UE1,-511.144,-1212.87,10,5
1179,UE1,-868.947,-975.924,10,5
1180,UE1,-857.93,-1837.13,10,5
1181,UE1,-418.318,-1286.58,10,5
1182,UE1,-745.542,-992.119,10,5
1183,UE1,-952.056,-1696.48,10,5
1184,UE1,-352.47,-1069.25,10,5
1185,UE1,-384.721,-1611.68,10,5
1186,UE1,-601.884,-1633.72,10,5
1187,UE1,-781.108,-1666.26,10,5
1188,UE1,-1170.76,-1618.43,10,5
1189,UE1,-273.388,-1255.03,10,5
1190,UE1,-560.673,-1489.99,10,5
1191,UE1,-529.62,-1525.79,10,5
1192,UE1,-937.935,-1575.07,10,5
1193,UE1,-369.257,-1555,10,5
1194,UE1,-901.248,-1544.84,10,5
1195,UE1,-969.64,-1164.61,10,5
1196,UE1,-587.524,-1083.27,10,5
1197,UE1,-621.379,-1659.5,10,5
1198,UE1,-408.914,-1423.9,10,5
1199,UE1,-614.766,-1344.87,10,5
1200,UE1,-1211.47,-1228.9,10,5
1201,UE1,-590.945,-1578.33,10,5
1202,UE1,-880.044,-1004.6,10,5
1203,UE1,-1016.45,-1753.23,10,5
1204,UE1,-1140.64,-1502.97,10,5
1205,UE1,-557.996,-1644.07,10,5
1206,UE1,-406.722,-1625.92,10,5
1207,UE1,-729.879,-1727.32,10,5
1208,UE1,-369.759,-1199.4,10,5
1209,UE1,-759.688,-944.445,10,5
1210,UE1,-415.419,-1582.38,10,5
1211,UE1,-621.432,-1316.08,10,5
1212,UE1,-311.496,-1201.65,10,5
1213,UE1,-833.75,-1358.32,10,5
1214,UE1,-959.046,-1074.02,10,5
1215,UE1,-390.618,-1094.59,10,5
1216,UE1,-1202.34,-1181.71,10,5
1217,UE1,-383.33,-1135.22,10,5
1218,UE1,-1167.97,-1466.29,10,5
1219,UE1,-848.612,-1479.05,10,5
1220,UE1,-1066.35,-1222.4,10,5
1221,UE1,-1020.38,-1457.8,10,5
1222,UE1,-707.906,-1087.79,10,5
1223,UE1,-578.13,-1572.5,10,5
1224,UE1,-581.065,-1368.14,10,5
1225,UE1,-274.192,-1377.86,10,5
1226,UE1,-749.124,-1478.02,10,5
1227,UE1,-304.429,-1425.23,10,5
1228,UE1,-445.54,-1520.95,10,5
1229,UE1,-615.635,-1588.69,10,5
1230,UE1,-268.997,-1425.25,10,5
1231,UE1,-463.993,-1211.05,10,5
1232,UE1,-590.576,-1492.6,10,5
1233,UE1,-580.071,-1083.12,10,5
1234,UE1,-371.19,-1602.88,10,5
1235,UE1,-1039.46,-1404.72,10,5
1236,UE1,-777.172,-1229.38,10,5
1237,UE1,-915.629,-1679.33,10,5
1238,UE1,-1025.89,-1126.08,10,5
1239,UE1,-653.239,-1657.93,10,5
1240,UE1,-1021.77,-1716.86,10,5
1241,UE1,-820.933,-1057.59,10,5
1242,UE1,-601.09,-1574.11,10,5
1243,UE1,-619.635,-944.15,10,5
1244,UE1,-759.897,-1460.26,10,5
1245,UE1,-344.389,-1244.93,10,5
1246,UE1,-575.521,-1390.8,10,5
1247,UE1,-433.254,-1021.95,10,5
1248,UE1,-818.136,-1101.17,10,5
1249,UE1,-814.146,-1149.2,10,5
1250,UE1,-375.589,-1108.68,10,5
1251,UE1,-1044.68,-1448.76,10,5
1252,UE1,-565.646,-1507.38,10,5
1253,UE1,-548.418,-1537.02,10,5
1254,UE1,-750.704,-1778.24,10,5
1255,UE1,-910.383,-1633.56,10,5
1256,UE1,-1233.92,-1310.39,10,5
1257,UE1,-677.033,-1641.91,10,5
1258,UE1,-642.564,-877.194,10,5
1259,UE1,-358.938,-1072.82,10,5
1260,UE1,-560.82,-1327.34,10,5
1261,UE1,-769.78,-1396.34,10,5
1262,UE1,-808.108,-922.814,10,5
1263,UE1,-487.781,-1632.31,10,5
1264,UE1,-573.158,-1257.14,10,5
1265,UE1,-731.928,-1576.42,10,5
1266,UE1,-472.723,-1383.65,10,5
1267,UE1,-1186.25,-1536.5,10,5
1268,UE1,-1079.38,-1415.84,10,5
1269,UE1,-615.138,-1138.9,10,5
1270,UE1,-445.368,-1024.98,10,5
1271,UE1,-940.145,-1706.77,10,5
1272,UE1,-686.578,-1696.95,10,5
1273,UE1,-278.507,-1528.67,10,5
1274,UE1,-854.349,-1331.43,10,5
1275,UE1,-423.556,-1484.66,10,5
1276,UE1,-619.395,-997.588,10,5
1277,UE1,-1665.27,-731.318,10,5
1278,UE1,-1413.53,-954.167,10,5
1279,UE1,-1036.69,-506.208,10,5
1280,UE1,-1552.62,-418.12,10,5
1281,UE1,-1408.3,-975.637,10,5
1282,UE1,-868.628,-911.61,10,5
1283,UE1,-1528.02,-415.48,10,5
1284,UE1,-1413.03,-544.483,10,5
1285,UE1,-930.391,-592.828,10,5
1286,UE1,-1063.73,-340.156,10,5
1287,UE1,-1374.72,-558.94,10,5
1288,UE1,-848.796,-735.73,10,5
1289,UE1,-1295.38,-973.751,10,5
1290,UE1,-1080.01,-564.904,10,5
1291,UE1,-1165.99,-795.383,10,5
1292,UE1,-1469.99,-811.635,10,5
1293,UE1,-1023.62,-796.424,10,5
1294,UE1,-900.945,-1021.21,10,5
1295,UE1,-1486.12,-620.619,10,5
1296,UE1,-1371.28,-781.615,10,5
1297,UE1,-1046.97,-955.979,10,5
1298,UE1,-996.276,-702.896,10,5
1299,UE1,-966.194,-482.076,10,5
1300,UE1,-1369.86,-549.694,10,5
1301,UE1,-1231.7,-1024.17,10,5
1302,UE1,-1396.51,-758.559,10,5
1303,UE1,-1364.37,-992.449,10,5
1304,UE1,-1177.62,-960.221,10,5
1305,UE1,-767.645,-618.758,10,5
1306,UE1,-1677.35,-710.552,10,5
1307,UE1,-1061.16,-686.839,10,5
1308,UE1,-995.338,-244.191,10,5
1309,UE1,-1292.25,-585.545,10,5
1310,UE1,-938.794,-1008.25,10,5
1311,UE1,-1329.3,-313.278,10,5
1312,UE1,-1049.72,-619.387,10,5
1313,UE1,-733.186,-645.598,10,5
1314,UE1,-1324.15,-531.036,10,5
1315,UE1,-1517.85,-315.519,10,5
1316,UE1,-1180.09,-483.274,10,5
1317,UE1,-1476.45,-272.618,10,5
1318,UE1,-1245.09,-553.224,10,5
1319,UE1,-1300.36,-553.513,10,5
1320,UE1,-1512.15,-539.717,10,5
1321,UE1,-818.327,-914.93,10,5
1322,UE1,-1048.16,-215.192,10,5
1323,UE1,-974.957,-490.805,10,5
1324,UE1,-1277.59,-982.824,10,5
1325,UE1,-1511.57,-387.186,10,5
1326,UE1,-1434.71,-287.478,10,5
1327,UE1,-954.333,-528.561,10,5
1328,UE1,-1182.44,-761.346,10,5
1329,UE1,-1338.11,-468.655,10,5
1330,UE1,-984.68,-303.744,10,5
1331,UE1,-953.465,-757.1,10,5
1332,UE1,-1121.01,-886.962,10,5
1333,UE1,-1140.54,-518.721,10,5
1334,UE1,-1372.76,-318.291,10,5
1335,UE1,-968.528,-295.064,10,5
1336,UE1,-1146.65,-728.641,10,5
1337,UE1,-1246.87,-765.459,10,5
1338,UE1,-829.314,-853.328,10,5
1339,UE1,-1572.55,-433.367,10,5
1340,UE1,-1313.74,-206.908,10,5
1341,UE1,-1192.18,-254.551,10,5
1342,UE1,-1498.54,-600.159,10,5
1343,UE1,-967.339,-695.999,10,5
1344,UE1,-1408.17,-432.983,10,5
1345,UE1,-1573.23,-546.125,10,5
1346,UE1,-915.798,-623.593,10,5
1347,UE1,-923.649,-981.593,10,5
1348,UE1,-1260.48,-707.086,10,5
1349,UE1,-789.882,-879.412,10,5
1350,UE1,-1359.06,-667.712,10,5
1351,UE1,-1226.06,-961.244,10,5
1352,UE1,-984.912,-399.654,10,5
1353,UE1,-1335.92,-617.833,10,5
1354,UE1,-1348.47,-192.779,10,5
1355,UE1,-1347.41,-1003.5,10,5
1356,UE1,-1466.6,-1065.33,10,5
1357,UE1,-1154.39,-471.306,10,5
1358,UE1,-1207.92,-449.175,10,5
1359,UE1,-1574.2,-472.777,10,5
1360,UE1,-1685.17,-533.128,10,5
1361,UE1,-961.018,-429.218,10,5
1362,UE1,-1309.8,-157.506,10,5
1363,UE1,-1379.01,-180.362,10,5
1364,UE1,-993.702,-652.631,10,5
1365,UE1,-889.934,-769.936,10,5
1366,UE1,-1336.33,-241.742,10,5
1367,UE1,-942.351,-793.047,10,5
1368,UE1,-1084.68,-369.845,10,5
1369,UE1,-1561.57,-571.013,10,5
1370,UE1,-1239.65,-441.908,10,5
1371,UE1,-759.786,-537.021,10,5
1372,UE1,-1037.8,-507.537,10,5
1373,UE1,-967.374,-523.809,10,5
1374,UE1,-1478.64,-396.561,10,5
1375,UE1,-818.977,-847.749,10,5
1376,UE1,-1295.65,-579.935,10,5
1377,UE1,-1505.57,-275.191,10,5
1378,UE1,-1859.57,19.0472,10,5
1379,UE1,-1674.71,383.354,10,5
1380,UE1,-1999.85,-31.4066,10,5
1381,UE1,-1668.82,17.8288,10,5
1382,UE1,-1574.17,-55.7008,10,5
1383,UE1,-1454.99,467.1,10,5
1384,UE1,-1429.78,81.0689,10,5
1385,UE1,-1590.56,162.191,10,5
