col1,node,x,y,OPERATOR,LEVEL0 BS,LEVEL1 BS
2928,UE1,-967.158,510.195,-1,-1,-1
2929,UE1,-1208.73,116.243,-1,-1,-1
2930,UE1,-569.762,54.3403,-1,-1,-1
2931,UE1,-570.686,0.911374,-1,-1,-1
2932,UE1,-492.488,-106.271,-1,-1,-1
2933,UE1,-584.097,-268.072,-1,-1,-1
2934,UE1,-972.018,-103.158,-1,-1,-1
2935,UE1,-918.896,551.462,-1,-1,-1
2936,UE1,-1035.4,-436.394,-1,-1,-1
2937,UE1,-1310.61,78.2526,-1,-1,-1
2938,UE1,-794.945,429.184,-1,-1,-1
2939,UE1,-1485.42,52.2018,-1,-1,-1
2940,UE1,-720.006,61.0876,-1,-1,-1
2941,UE1,-658.89,-2.17173,-1,-1,-1
2942,UE1,-1496.28,-262.459,-1,-1,-1
2943,UE1,-1512.85,91.848,-1,-1,-1
2944,UE1,-1055.59,-541.787,-1,-1,-1
2945,UE1,-499.559,-32.8457,-1,-1,-1
2946,UE1,-1550.02,162.312,-1,-1,-1
2947,UE1,-1127.43,352.027,-1,-1,-1
2948,UE1,-924.003,-256.256,-1,-1,-1
2949,UE1,-751.636,366.034,-1,-1,-1
2950,UE1,-996.023,356.72,-1,-1,-1
2951,UE1,-1567.78,-70.5349,-1,-1,-1
2952,UE1,-447.664,-148.481,-1,-1,-1
2953,UE1,-1058.74,205.482,-1,-1,-1
2954,UE1,-1274.1,-428.316,-1,-1,-1
2955,UE1,-704.368,-379.29,-1,-1,-1
2956,UE1,-471.82,77.9898,-1,-1,-1
2957,UE1,-567.423,115.829,-1,-1,-1
2958,UE1,-864.762,-390.961,-1,-1,-1
2959,UE1,-1367.07,208.197,-1,-1,-1
2960,UE1,-1303.63,207.638,-1,-1,-1
2961,UE1,-1131.98,518.096,-1,-1,-1
2962,UE1,-1355.33,267.43,-1,-1,-1
2963,UE1,-1047.73,248.812,-1,-1,-1
2964,UE1,-859.77,-354.437,-1,-1,-1
2965,UE1,-973.501,-136.804,-1,-1,-1
2966,UE1,-868.342,-287.242,-1,-1,-1
2967,UE1,-509.968,137.598,-1,-1,-1
2968,UE1,-1061.92,329.77,-1,-1,-1
2969,UE1,-520.464,-288.611,-1,-1,-1
2970,UE1,-622.245,337.292,-1,-1,-1
2971,UE1,-1144.34,-159.447,-1,-1,-1
2972,UE1,-1338.41,-330.949,-1,-1,-1
2973,UE1,-1022.55,-375.819,-1,-1,-1
2974,UE1,-911.917,212.183,-1,-1,-1
2975,UE1,-567.725,-104.596,-1,-1,-1
2976,UE1,-1264.67,-116.308,-1,-1,-1
2977,UE1,-1539.61,169.752,-1,-1,-1
2978,UE1,-715.594,-403.996,-1,-1,-1
2979,UE1,-739.338,388.816,-1,-1,-1
2980,UE1,-724.224,485.689,-1,-1,-1
2981,UE1,-1122.97,-559.478,-1,-1,-1
2982,UE1,-953.032,500.551,-1,-1,-1
2983,UE1,-967.272,-412.888,-1,-1,-1
2984,UE1,-611.066,272.568,-1,-1,-1
2985,UE1,-1255.04,75.6605,-1,-1,-1
2986,UE1,-1159.25,57.6625,-1,-1,-1
2987,UE1,-1090.11,120.004,-1,-1,-1
2988,UE1,-987.172,-175.762,-1,-1,-1
2989,UE1,-1560.98,21.7607,-1,-1,-1
2990,UE1,-1002.87,389.619,-1,-1,-1
2991,UE1,-1503.52,-133.779,-1,-1,-1
2992,UE1,-1149.18,-555.064,-1,-1,-1
2993,UE1,-917.717,-422.227,-1,-1,-1
2994,UE1,-1086.96,-551.493,-1,-1,-1
2995,UE1,-872.649,530.298,-1,-1,-1
2996,UE1,-612.51,-399.154,-1,-1,-1
2997,UE1,-862.087,-130.581,-1,-1,-1
2998,UE1,-1177.32,-426.435,-1,-1,-1
2999,UE1,-1365.33,-356.721,-1,-1,-1
3000,UE1,-1065.19,146.153,-1,-1,-1
3001,UE1,-495.638,-6.22373,-1,-1,-1
3002,UE1,-823.378,293.107,-1,-1,-1
3003,UE1,-731.27,-485.873,-1,-1,-1
3004,UE1,-1307.94,112.605,-1,-1,-1
3005,UE1,-661.687,-342.939,-1,-1,-1
3006,UE1,-929.521,-365.109,-1,-1,-1
3007,UE1,-1401.16,-32.7257,-1,-1,-1
3008,UE1,-1260.97,170.952,-1,-1,-1
3009,UE1,-796.937,56.9164,-1,-1,-1
3010,UE1,-962.611,289.787,-1,-1,-1
3011,UE1,-817.1,29.701,-1,-1,-1
3012,UE1,-779.371,502.792,-1,-1,-1
3013,UE1,-866.235,521.923,-1,-1,-1
3014,UE1,-1504.2,-150.152,-1,-1,-1
3015,UE1,-1298.13,-445.169,-1,-1,-1
3016,UE1,-604.784,-249.055,-1,-1,-1
3017,UE1,-1110.17,-111.668,-1,-1,-1
3018,UE1,-609.981,12.3205,-1,-1,-1
3019,UE1,-612.586,-1.71506,-1,-1,-1
3020,UE1,-898.508,-529.619,-1,-1,-1
3021,UE1,-734.902,341.336,-1,-1,-1
3022,UE1,-1110.39,454.697,-1,-1,-1
3023,UE1,-539.862,143.437,-1,-1,-1
3024,UE1,-832.662,-52.596,-1,-1,-1
3025,UE1,-882.636,-216.167,-1,-1,-1
3026,UE1,-1307.63,435.277,-1,-1,-1
3027,UE1,-1087.88,411.615,-1,-1,-1
3028,UE1,-975.939,-404.853,-1,-1,-1
3029,UE1,-1261.73,181.047,-1,-1,-1
3030,UE1,-1065.13,124.824,-1,-1,-1
3031,UE1,-861.669,245.221,-1,-1,-1
3032,UE1,-1115.47,-500.928,-1,-1,-1
3033,UE1,-1184.86,452.654,-1,-1,-1
3034,UE1,-999.476,321.878,-1,-1,-1
3035,UE1,-950.188,87.013,-1,-1,-1
3036,UE1,-869.733,295.763,-1,-1,-1
3037,UE1,-1334.15,-212.569,-1,-1,-1
3038,UE1,-545.921,-82.8359,-1,-1,-1
3039,UE1,-727.388,482.897,-1,-1,-1
3040,UE1,-1071.68,-571.626,-1,-1,-1
3041,UE1,-871.305,97.8985,-1,-1,-1
3042,UE1,-785.168,-288.376,-1,-1,-1
3043,UE1,-1345.99,-288.496,-1,-1,-1
3044,UE1,-948.534,-46.8061,-1,-1,-1
3045,UE1,-771.548,-132.641,-1,-1,-1
3046,UE1,-849.368,75.4007,-1,-1,-1
3047,UE1,-1482.65,169.54,-1,-1,-1
3048,UE1,-635.622,-346.581,-1,-1,-1
3049,UE1,-1206.34,-8.67935,-1,-1,-1
3050,UE1,-569.725,200.178,-1,-1,-1
3051,UE1,-841.968,244.283,-1,-1,-1
3052,UE1,-501.434,-37.5526,-1,-1,-1
3053,UE1,-1084.18,-558.724,-1,-1,-1
3054,UE1,-1413.49,355.345,-1,-1,-1
3055,UE1,-853.855,-133.472,-1,-1,-1
3056,UE1,-554.419,-360.841,-1,-1,-1
3057,UE1,-831.303,468.186,-1,-1,-1
3058,UE1,-1361.72,370.014,-1,-1,-1
3059,UE1,-1176.61,231.18,-1,-1,-1
3060,UE1,-871.723,-271.407,-1,-1,-1
3061,UE1,-1530.77,123.609,-1,-1,-1
3062,UE1,-1336.28,435.231,-1,-1,-1
3063,UE1,-1114.97,-253.843,-1,-1,-1
3064,UE1,-1122.67,-218.181,-1,-1,-1
3065,UE1,-1321.39,376.619,-1,-1,-1
3066,UE1,-726.862,-315.218,-1,-1,-1
3067,UE1,-467.754,-29.5121,-1,-1,-1
3068,UE1,-1061.93,484.624,-1,-1,-1
3069,UE1,-825.116,-434.236,-1,-1,-1
3070,UE1,-1366.3,-309.749,-1,-1,-1
3071,UE1,-936.169,-404.369,-1,-1,-1
3072,UE1,-1246.65,-511.598,-1,-1,-1
3073,UE1,-996.367,131.134,-1,-1,-1
3074,UE1,-928.181,-441.413,-1,-1,-1
3075,UE1,-1154.31,417.4,-1,-1,-1
3076,UE1,-651.203,-367.702,-1,-1,-1
3077,UE1,-1272.77,18.0486,-1,-1,-1
3078,UE1,-1100.93,-216.283,-1,-1,-1
3079,UE1,-1328.74,86.3557,-1,-1,-1
3080,UE1,-1333.14,402.726,-1,-1,-1
3081,UE1,-765.199,140.031,-1,-1,-1
3082,UE1,-1087.89,133.35,-1,-1,-1
3083,UE1,-596.701,205.386,-1,-1,-1
3084,UE1,-850.657,-522.299,-1,-1,-1
3085,UE1,-1048.35,364.251,-1,-1,-1
3086,UE1,-1108.34,-58.4931,-1,-1,-1
3087,UE1,-753.64,-158.418,-1,-1,-1
3088,UE1,-773.15,22.4915,-1,-1,-1
3089,UE1,-1183.55,479.055,-1,-1,-1
3090,UE1,-983.186,-452.202,-1,-1,-1
3091,UE1,-1344.98,298.465,-1,-1,-1
3092,UE1,-1404.91,356.691,-1,-1,-1
3093,UE1,-911.31,-118.28,-1,-1,-1
3094,UE1,-691.868,94.8722,-1,-1,-1
3095,UE1,-1314.8,190.413,-1,-1,-1
3096,UE1,-725.564,302.123,-1,-1,-1
3097,UE1,-1269.39,-292.556,-1,-1,-1
3098,UE1,-1429.67,-223.667,-1,-1,-1
3099,UE1,-702.617,187.803,-1,-1,-1
3100,UE1,-1289.46,-189.883,-1,-1,-1
3101,UE1,-960.356,-235.138,-1,-1,-1
3102,UE1,-1397.73,263.377,-1,-1,-1
3103,UE1,-1336.17,165.306,-1,-1,-1
3104,UE1,-733.502,-417.478,-1,-1,-1
3105,UE1,-899.516,434.093,-1,-1,-1
3106,UE1,-1264.01,360.466,-1,-1,-1
3107,UE1,-913.615,487.52,-1,-1,-1
3108,UE1,-1154.81,22.8341,-1,-1,-1
3109,UE1,-867.029,-396.334,-1,-1,-1
3110,UE1,-1200.18,176.642,-1,-1,-1
3111,UE1,-621.211,-171.633,-1,-1,-1
3112,UE1,-1095.99,-422.241,-1,-1,-1
3113,UE1,-688.595,-11.535,-1,-1,-1
3114,UE1,-1020.31,165.811,-1,-1,-1
3115,UE1,-1283.83,-454.03,-1,-1,-1
3116,UE1,-1358.26,129.275,-1,-1,-1
3117,UE1,-478.093,109.238,-1,-1,-1
3118,UE1,-717.588,271.728,-1,-1,-1
3119,UE1,-1087.21,559.179,-1,-1,-1
3120,UE1,-865.249,380.467,-1,-1,-1
3121,UE1,-1397.74,-152.837,-1,-1,-1
3122,UE1,-568.024,271.713,-1,-1,-1
3123,UE1,-1088.3,424.985,-1,-1,-1
3124,UE1,-897.014,-132.406,-1,-1,-1
3125,UE1,-761.378,152.437,-1,-1,-1
3126,UE1,-1025.79,83.1376,-1,-1,-1
3127,UE1,-996.072,-66.1329,-1,-1,-1
3128,UE1,-1427.77,-258.528,-1,-1,-1
3129,UE1,-1175.98,503.914,-1,-1,-1
3130,UE1,-708.119,-486.118,-1,-1,-1
3131,UE1,-1059.22,-299.886,-1,-1,-1
3132,UE1,-1407.08,289.777,-1,-1,-1
3133,UE1,-719.07,309.538,-1,-1,-1
3134,UE1,-911.748,357.846,-1,-1,-1
3135,UE1,-1366.45,32.0674,-1,-1,-1
3136,UE1,-902.557,-73.6364,-1,-1,-1
3137,UE1,-449.477,-160.88,-1,-1,-1
3138,UE1,-871.649,-250.541,-1,-1,-1
3139,UE1,-1449.71,-153.314,-1,-1,-1
3140,UE1,-1200.69,416.539,-1,-1,-1
3141,UE1,-601.474,-219.795,-1,-1,-1
3142,UE1,-1239.21,-409.957,-1,-1,-1
3143,UE1,-1192.61,-215.892,-1,-1,-1
3144,UE1,-1504.26,239.126,-1,-1,-1
3145,UE1,-768.593,187.461,-1,-1,-1
3146,UE1,-570.902,-303.03,-1,-1,-1
3147,UE1,-1303.92,-91.383,-1,-1,-1
3148,UE1,-1417.88,-225.816,-1,-1,-1
3149,UE1,-759.425,-453.454,-1,-1,-1
3150,UE1,-723.296,167.898,-1,-1,-1
3151,UE1,-817.007,542.375,-1,-1,-1
3152,UE1,-1141.1,175.717,-1,-1,-1
3153,UE1,-757.032,-47.1131,-1,-1,-1
3154,UE1,-1321.49,264.405,-1,-1,-1
3155,UE1,-682.367,-369.659,-1,-1,-1
3156,UE1,-738.32,438.602,-1,-1,-1
3157,UE1,-1261.01,456.044,-1,-1,-1
3158,UE1,-1548.93,140.783,-1,-1,-1
3159,UE1,-526.568,269.57,-1,-1,-1
3160,UE1,-791.529,-142.866,-1,-1,-1
3161,UE1,-708.709,428.86,-1,-1,-1
3162,UE1,-519.243,55.3707,-1,-1,-1
3163,UE1,-655.611,283.901,-1,-1,-1
3164,UE1,-1408.68,380.16,-1,-1,-1
3165,UE1,-1299.56,256.208,-1,-1,-1
3166,UE1,-1001.91,441.665,-1,-1,-1
3167,UE1,-1428.72,135.615,-1,-1,-1
3168,UE1,-1025.18,-373.38,-1,-1,-1
3169,UE1,-945.179,-200.55,-1,-1,-1
3170,UE1,-562.687,-165.29,-1,-1,-1
3171,UE1,-896.358,-158.119,-1,-1,-1
3172,UE1,-1222.13,92.5808,-1,-1,-1
3173,UE1,-494.674,-209.899,-1,-1,-1
3174,UE1,-948.273,62.9522,-1,-1,-1
3175,UE1,-970.895,-119.944,-1,-1,-1
3176,UE1,-862.778,543.195,-1,-1,-1
3177,UE1,-834.487,-221.537,-1,-1,-1
3178,UE1,-1349.29,-444.671,-1,-1,-1
3179,UE1,-957.588,-80.6198,-1,-1,-1
3180,UE1,-784.564,-158.082,-1,-1,-1
3181,UE1,-1222.55,10.3793,-1,-1,-1
3182,UE1,-827.543,-533.604,-1,-1,-1
3183,UE1,-975.736,-422.794,-1,-1,-1
3184,UE1,-1281.89,321.849,-1,-1,-1
3185,UE1,-1156.52,-278.446,-1,-1,-1
3186,UE1,-886.132,396.245,-1,-1,-1
3187,UE1,-1396.18,237.942,-1,-1,-1
3188,UE1,-1135.37,-313.786,-1,-1,-1
3189,UE1,-1507.08,-131.753,-1,-1,-1
3190,UE1,-1226.98,239.214,-1,-1,-1
3191,UE1,-693.974,-316.937,-1,-1,-1
3192,UE1,-1060.25,487.126,-1,-1,-1
3193,UE1,-793.405,-511.636,-1,-1,-1
3194,UE1,-1180.73,-423.297,-1,-1,-1
3195,UE1,-590.783,-166.406,-1,-1,-1
3196,UE1,-775.456,-305.571,-1,-1,-1
3197,UE1,-1044.49,-463.079,-1,-1,-1
3198,UE1,-1285.89,286.669,-1,-1,-1
3199,UE1,-813.268,460.009,-1,-1,-1
3200,UE1,-485.766,146.798,-1,-1,-1
3201,UE1,-723.182,83.4197,-1,-1,-1
3202,UE1,-1262.31,290.253,-1,-1,-1
3203,UE1,-896.354,-81.9756,-1,-1,-1
3204,UE1,-855.048,-351.389,-1,-1,-1
3205,UE1,-821.044,-170.737,-1,-1,-1
3206,UE1,-965.066,-498.687,-1,-1,-1
3207,UE1,-989.903,-100.688,-1,-1,-1
3208,UE1,-1431.55,70.1785,-1,-1,-1
3209,UE1,-782.537,-78.9868,-1,-1,-1
3210,UE1,-873.863,527.422,-1,-1,-1
3211,UE1,-1004.34,-145.274,-1,-1,-1
3212,UE1,-1155.42,367.625,-1,-1,-1
3213,UE1,-1107.68,-466.484,-1,-1,-1
3214,UE1,-459.365,-94.193,-1,-1,-1
3215,UE1,-1066.77,32.5144,-1,-1,-1
3216,UE1,-975.529,-397.021,-1,-1,-1
3217,UE1,-1021.04,204.229,-1,-1,-1
3218,UE1,-787.144,-90.4545,-1,-1,-1
3219,UE1,-783.36,449.821,-1,-1,-1
3220,UE1,-1114.34,-76.3339,-1,-1,-1
3221,UE1,-687.759,-144.324,-1,-1,-1
3222,UE1,-828.632,-450.032,-1,-1,-1
3223,UE1,-1229.15,202.764,-1,-1,-1
3224,UE1,-1044.37,328.052,-1,-1,-1
3225,UE1,-1374.66,143.047,-1,-1,-1
3226,UE1,-940.686,242.238,-1,-1,-1
3227,UE1,-1398.99,-124.274,-1,-1,-1
3228,UE1,-259.071,1001.16,-1,-1,-1
3229,UE1,-346.632,416.837,-1,-1,-1
3230,UE1,-611.619,1346.75,-1,-1,-1
3231,UE1,-325.67,897.787,-1,-1,-1
3232,UE1,-834.827,1025.35,-1,-1,-1
3233,UE1,-843.757,1204.54,-1,-1,-1
3234,UE1,-521.122,344.014,-1,-1,-1
3235,UE1,-276.926,1383.71,-1,-1,-1
3236,UE1,-5.78145,880.424,-1,-1,-1
3237,UE1,-969.032,919.69,-1,-1,-1
3238,UE1,-18.3268,850.51,-1,-1,-1
3239,UE1,-582.673,1080.26,-1,-1,-1
3240,UE1,-803.255,1343.72,-1,-1,-1
3241,UE1,-160.83,1060.05,-1,-1,-1
3242,UE1,-341.127,726.71,-1,-1,-1
3243,UE1,-1065.27,819.215,-1,-1,-1
3244,UE1,-710.158,1111.83,-1,-1,-1
3245,UE1,-790.847,503.198,-1,-1,-1
3246,UE1,-48.752,1007.66,-1,-1,-1
3247,UE1,-517.248,467.058,-1,-1,-1
3248,UE1,-328.615,967.52,-1,-1,-1
3249,UE1,-271.935,1338.94,-1,-1,-1
3250,UE1,-178.157,732.023,-1,-1,-1
3251,UE1,-378.598,318.674,-1,-1,-1
3252,UE1,-255.922,1036.58,-1,-1,-1
3253,UE1,-632.958,751.42,-1,-1,-1
3254,UE1,39.2791,737.95,-1,-1,-1
3255,UE1,-503.012,1183.11,-1,-1,-1
3256,UE1,-249.215,644.885,-1,-1,-1
3257,UE1,-462.775,360.322,-1,-1,-1
3258,UE1,-795.949,925.907,-1,-1,-1
3259,UE1,-539.603,341.18,-1,-1,-1
3260,UE1,-800.159,675.025,-1,-1,-1
3261,UE1,-956.903,924.93,-1,-1,-1
3262,UE1,-241.75,952.219,-1,-1,-1
3263,UE1,-340.52,1008.14,-1,-1,-1
3264,UE1,-670.2,1128.4,-1,-1,-1
3265,UE1,-201.761,801.361,-1,-1,-1
3266,UE1,-770.346,445.085,-1,-1,-1
3267,UE1,-409.164,1359.08,-1,-1,-1
3268,UE1,24.0771,922.725,-1,-1,-1
3269,UE1,-167.371,400.794,-1,-1,-1
3270,UE1,-493.744,682.704,-1,-1,-1
3271,UE1,-595.78,1317.07,-1,-1,-1
3272,UE1,-612.016,914.036,-1,-1,-1
3273,UE1,-964.258,1156.76,-1,-1,-1
3274,UE1,-593.913,1067.13,-1,-1,-1
3275,UE1,-556.282,318.147,-1,-1,-1
3276,UE1,-761.605,817.333,-1,-1,-1
3277,UE1,-919.462,734.843,-1,-1,-1
3278,UE1,-931.813,1051.07,-1,-1,-1
3279,UE1,-601.981,367.275,-1,-1,-1
3280,UE1,-38.0219,744.669,-1,-1,-1
3281,UE1,-73.7723,1021.78,-1,-1,-1
3282,UE1,-778.403,986.211,-1,-1,-1
3283,UE1,-773.342,1140.61,-1,-1,-1
3284,UE1,-290.556,1040.53,-1,-1,-1
3285,UE1,-989.234,1086.14,-1,-1,-1
3286,UE1,-718.191,1302.11,-1,-1,-1
3287,UE1,-1001.95,845.543,-1,-1,-1
3288,UE1,-461.665,314.214,-1,-1,-1
3289,UE1,-585.661,726.14,-1,-1,-1
3290,UE1,-167.499,1011.68,-1,-1,-1
3291,UE1,-55.5063,837.663,-1,-1,-1
3292,UE1,-828.075,598.49,-1,-1,-1
3293,UE1,-445.005,973.625,-1,-1,-1
3294,UE1,-338.953,1386.61,-1,-1,-1
3295,UE1,-399.439,656.295,-1,-1,-1
3296,UE1,-977.605,613.314,-1,-1,-1
3297,UE1,-487.78,802.813,-1,-1,-1
3298,UE1,-371.279,1052.4,-1,-1,-1
3299,UE1,-789.412,931.215,-1,-1,-1
3300,UE1,-892.921,1245.02,-1,-1,-1
3301,UE1,-171.457,1220.29,-1,-1,-1
3302,UE1,-848.889,565.002,-1,-1,-1
3303,UE1,-841.824,951.931,-1,-1,-1
3304,UE1,-689.928,797.407,-1,-1,-1
3305,UE1,-935.882,993.455,-1,-1,-1
3306,UE1,-881.898,821.455,-1,-1,-1
3307,UE1,-455.604,1066.27,-1,-1,-1
3308,UE1,-140.975,826.329,-1,-1,-1
3309,UE1,-381.474,1083.77,-1,-1,-1
3310,UE1,-622.749,1426.89,-1,-1,-1
3311,UE1,-805.488,1305.21,-1,-1,-1
3312,UE1,-359.899,715.158,-1,-1,-1
3313,UE1,-437.715,802.631,-1,-1,-1
3314,UE1,-564.69,1194.77,-1,-1,-1
3315,UE1,-611.911,1320.2,-1,-1,-1
3316,UE1,-465.588,1237.75,-1,-1,-1
3317,UE1,-839.828,1273.92,-1,-1,-1
3318,UE1,-10.2376,1049.42,-1,-1,-1
3319,UE1,-422.366,1310.19,-1,-1,-1
3320,UE1,-54.1756,701.244,-1,-1,-1
3321,UE1,-456.872,1255.36,-1,-1,-1
3322,UE1,-221.126,1133.13,-1,-1,-1
3323,UE1,-657.828,766.594,-1,-1,-1
3324,UE1,-232.062,439.6,-1,-1,-1
3325,UE1,-549.616,1062.14,-1,-1,-1
3326,UE1,-493.676,405.278,-1,-1,-1
3327,UE1,-46.8303,823.43,-1,-1,-1
3328,UE1,-456.47,332.439,-1,-1,-1
3329,UE1,-573.96,770.122,-1,-1,-1
3330,UE1,-319.001,1392.8,-1,-1,-1
3331,UE1,-610.759,502.464,-1,-1,-1
3332,UE1,-587.118,981.338,-1,-1,-1
3333,UE1,-572.289,1227.81,-1,-1,-1
3334,UE1,-193.397,593.448,-1,-1,-1
3335,UE1,20.3967,937.936,-1,-1,-1
3336,UE1,-377.821,1129.92,-1,-1,-1
3337,UE1,-579.129,1173.06,-1,-1,-1
3338,UE1,-657.737,348.079,-1,-1,-1
3339,UE1,-854.892,1098.54,-1,-1,-1
3340,UE1,-808.782,495.953,-1,-1,-1
3341,UE1,-681.95,554.011,-1,-1,-1
3342,UE1,-732.783,1268.49,-1,-1,-1
3343,UE1,-321.145,879.554,-1,-1,-1
3344,UE1,-966.5,835.828,-1,-1,-1
3345,UE1,-190.852,1239.92,-1,-1,-1
3346,UE1,-946.26,580.51,-1,-1,-1
3347,UE1,-143.79,1298.39,-1,-1,-1
3348,UE1,-188.046,657.251,-1,-1,-1
3349,UE1,-810.102,1274,-1,-1,-1
3350,UE1,-183.621,707.064,-1,-1,-1
3351,UE1,-638.408,737.112,-1,-1,-1
3352,UE1,-876.119,464.311,-1,-1,-1
3353,UE1,-781.21,1043.17,-1,-1,-1
3354,UE1,-375.439,358.651,-1,-1,-1
3355,UE1,-232.975,598.741,-1,-1,-1
3356,UE1,-922.049,825.15,-1,-1,-1
3357,UE1,-277.565,382.598,-1,-1,-1
3358,UE1,-311.33,1356.65,-1,-1,-1
3359,UE1,-44.9232,701.637,-1,-1,-1
3360,UE1,-667.638,877.857,-1,-1,-1
3361,UE1,-636.027,952.769,-1,-1,-1
3362,UE1,-114.665,678.871,-1,-1,-1
3363,UE1,22.3471,938.191,-1,-1,-1
3364,UE1,-151.656,803.264,-1,-1,-1
3365,UE1,-886.144,478.747,-1,-1,-1
3366,UE1,-498.095,580.544,-1,-1,-1
3367,UE1,-143.74,877.126,-1,-1,-1
3368,UE1,-286.713,1170.47,-1,-1,-1
3369,UE1,-625.806,320.103,-1,-1,-1
3370,UE1,-454.103,1305.9,-1,-1,-1
3371,UE1,-838.329,1232.37,-1,-1,-1
3372,UE1,-328.236,1047.01,-1,-1,-1
3373,UE1,-767.408,677.675,-1,-1,-1
3374,UE1,-77.59,914.422,-1,-1,-1
3375,UE1,-93.2765,924.845,-1,-1,-1
3376,UE1,-763.723,592.99,-1,-1,-1
3377,UE1,-869.365,645.647,-1,-1,-1
3378,UE1,-52.7561,815.684,-1,-1,-1
3379,UE1,-934.15,1224.54,-1,-1,-1
3380,UE1,-429.089,857.864,-1,-1,-1
3381,UE1,-204.041,469.421,-1,-1,-1
3382,UE1,-530.033,1398.87,-1,-1,-1
3383,UE1,-221.382,1109.89,-1,-1,-1
3384,UE1,-574.808,1385.3,-1,-1,-1
3385,UE1,-747.798,1192.68,-1,-1,-1
3386,UE1,-925.272,1108.84,-1,-1,-1
3387,UE1,-513.557,1291.97,-1,-1,-1
3388,UE1,-51.3892,577.629,-1,-1,-1
3389,UE1,-124.071,455.973,-1,-1,-1
3390,UE1,-929.805,1199.72,-1,-1,-1
3391,UE1,-578.722,900.182,-1,-1,-1
3392,UE1,-535.733,937.742,-1,-1,-1
3393,UE1,-781.242,715.165,-1,-1,-1
3394,UE1,-896.081,459.066,-1,-1,-1
3395,UE1,-528.456,1315.17,-1,-1,-1
3396,UE1,-307.456,845.233,-1,-1,-1
3397,UE1,-657.229,1101.84,-1,-1,-1
3398,UE1,-116.245,791.029,-1,-1,-1
3399,UE1,-660.283,631.234,-1,-1,-1
3400,UE1,-511.218,914.523,-1,-1,-1
3401,UE1,-503.503,381.344,-1,-1,-1
3402,UE1,-504.319,829.671,-1,-1,-1
3403,UE1,-502.551,1326.61,-1,-1,-1
3404,UE1,-376.184,709.274,-1,-1,-1
3405,UE1,-764.298,748.654,-1,-1,-1
3406,UE1,-198.448,885.071,-1,-1,-1
3407,UE1,-540.722,935.907,-1,-1,-1
3408,UE1,-224.249,495.082,-1,-1,-1
3409,UE1,-814.853,448.805,-1,-1,-1
3410,UE1,-262.96,693.886,-1,-1,-1
3411,UE1,-478.622,804.835,-1,-1,-1
3412,UE1,-599.101,792.929,-1,-1,-1
3413,UE1,-360.889,849.608,-1,-1,-1
3414,UE1,-584.329,605.756,-1,-1,-1
3415,UE1,-773.489,1266.21,-1,-1,-1
3416,UE1,-373.137,843.752,-1,-1,-1
3417,UE1,-1025.86,1085.4,-1,-1,-1
3418,UE1,-549.211,1016.29,-1,-1,-1
3419,UE1,-312.872,541.758,-1,-1,-1
3420,UE1,-605.169,734.939,-1,-1,-1
3421,UE1,-918.016,1062.5,-1,-1,-1
3422,UE1,-817.053,1257.44,-1,-1,-1
3423,UE1,-638.348,640.296,-1,-1,-1
3424,UE1,-763.8,1047.57,-1,-1,-1
3425,UE1,-187.121,925.098,-1,-1,-1
3426,UE1,-981.88,653.674,-1,-1,-1
3427,UE1,-595.134,1080.52,-1,-1,-1
3428,UE1,-271.744,647.846,-1,-1,-1
3429,UE1,-430.618,1298.91,-1,-1,-1
3430,UE1,-931.05,804.06,-1,-1,-1
3431,UE1,-590.797,1261.28,-1,-1,-1
3432,UE1,-857.81,530.157,-1,-1,-1
3433,UE1,-1044.82,961.483,-1,-1,-1
3434,UE1,-403.653,561.35,-1,-1,-1
3435,UE1,-704.706,1188.96,-1,-1,-1
3436,UE1,-890.138,1187.77,-1,-1,-1
3437,UE1,-66.4169,1113.46,-1,-1,-1
3438,UE1,-986.475,760.485,-1,-1,-1
3439,UE1,40.2756,721.789,-1,-1,-1
3440,UE1,41.3235,1056.4,-1,-1,-1
3441,UE1,-476.477,1319.19,-1,-1,-1
3442,UE1,-311.819,477.425,-1,-1,-1
3443,UE1,-391.099,394.966,-1,-1,-1
3444,UE1,-462.173,818.201,-1,-1,-1
3445,UE1,-563.98,1214.96,-1,-1,-1
3446,UE1,-878.153,653.709,-1,-1,-1
3447,UE1,-317.172,682.199,-1,-1,-1
3448,UE1,-580.019,1195.72,-1,-1,-1
3449,UE1,-376.784,982.744,-1,-1,-1
3450,UE1,-725.041,544.956,-1,-1,-1
3451,UE1,-617.118,845.254,-1,-1,-1
3452,UE1,-446.108,1312.92,-1,-1,-1
3453,UE1,-370.611,377.667,-1,-1,-1
3454,UE1,-805.381,1260.68,-1,-1,-1
3455,UE1,-607.917,512.825,-1,-1,-1
3456,UE1,-540.68,306.249,-1,-1,-1
3457,UE1,-74.8281,942.798,-1,-1,-1
3458,UE1,-1020.42,856.223,-1,-1,-1
3459,UE1,-522.562,1210.72,-1,-1,-1
3460,UE1,-305.655,488.716,-1,-1,-1
3461,UE1,-525.628,498.363,-1,-1,-1
3462,UE1,-141.669,1141.28,-1,-1,-1
3463,UE1,-781.278,638.872,-1,-1,-1
3464,UE1,-22.2094,744.007,-1,-1,-1
3465,UE1,-947.485,924.641,-1,-1,-1
3466,UE1,-482.931,908.019,-1,-1,-1
3467,UE1,-709.269,555.116,-1,-1,-1
3468,UE1,-787.049,608.362,-1,-1,-1
